SUM149_DMSO_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
NAPEPLD	2.5079	3.722985	0.569979980279205	0.0183133426800448
NAPG	12.05775	16.5874	0.460127045481805	0.00138152803156983
NAPRT1	20.0141	4.07292	-2.29688135922386	0.000310426094282697
NAPSA	1.297095	0.8584435	-0.595489058391106	0.0236933975466573
NARF	66.74315	63.3701	-0.0748174852009051	0.20209082938069
NARFL	15.28355	16.53445	0.11349537113337	0.495348412676654
NARG2	4.064875	5.40631	0.411433250658991	0.0355278904099249
NARR	0.5542	0.01	-5.79233480570669	0.5
NARS	162.5475	216.2595	0.411902142491198	0.0262511106688684
NARS2	20.34065	19.8078	-0.0382971294829223	0.713160459343354
NASP	106.9475	71.5679	-0.579518205793819	0.0678711860381579
NAT1	1.402435	1.0074165	-0.477273640888549	0.190586646776338
NAT10	57.8641	63.49095	0.133882414765099	0.0368147484582437
NAT14	13.3009	7.14781	-0.895950677498792	0.043905286465012
NAT6	7.564015	6.255725	-0.273975130710687	0.103483146952832
NAT8L	3.11205	6.60025	1.08465543129009	0.0558623333648861
NAT9	17.8149	16.03755	-0.151630622056451	0.282689197977714
NAV1	4.58909	2.759935	-0.733573810685418	0.0736907448439518
NAV2	5.459835	9.775615	0.840330115031043	0.0578639394367306
NBAS	4.052475	5.61358	0.470117841831278	0.180930090662734
NBEA	0.762149	0.693071	-0.13706991855347	0.193710280176825
NBEAL1	1.099385	0.7688845	-0.515857899143727	0.344995657720522
NBEAL2	10.79115	9.358025	-0.205572631329222	0.183483531736653
NBL1	11.087145	8.725635	-0.345555880471817	0.268195742869023
NBN	23.25215	27.8845	0.262099281527144	0.0414021090306032
NBPF1	4.31914	3.39502	-0.347324007233328	0.105837065389173
NBPF14	0.945671	0.8508935	-0.152359783811497	0.209434454232446
NBPF15	1.81219	1.29678	-0.482800477704868	0.00527439447960346
NBPF3	7.77321	5.024415	-0.629554861449387	0.00487839068449979
NBPF9	2.60006	1.84522	-0.494752081125071	0.0310295728332577
NBR1	26.20885	33.36785	0.348404679904969	0.0764861215961279
NBR2	3.570075	3.45271	-0.0482252182097039	0.729491084802585
NCAM1	0.0143363	0.7079935	5.62599147753506	0.0380153567052805
NCAPD2	98.59595	87.3549	-0.174639756083116	0.143753599331701
NCAPD3	12.8642	12.61875	-0.027792735858583	0.281258090800775
NCAPG	32.4644	26.76485	-0.27851897874927	0.0520656307702903
NCAPG2	43.67135	51.4915	0.237647168499708	0.0105229911827961
NCAPH	13.75795	13.9793	0.0230266033259155	0.226764443037777
NCAPH2	23.1011	23.64205	0.0333935871252219	0.681988637331101
NCBP1	32.2897	45.06795	0.481027790767907	0.0203087432452215
NCBP2	55.38575	53.16965	-0.0589118685899632	0.548629990604632
NCDN	17.47415	11.58085	-0.593481133141117	0.0969340151019565
NCEH1	11.49195	12.1239	0.0772302366728938	0.0674097253991706
NCF2	1.07667	2.18839	1.02329373761382	0.000817144047524275
NCF4	0.7461905	1.37929	0.886309921898239	0.117746823432873
NCK1	18.26535	20.6572	0.177535317134037	0.157749220421798
NCK2	16.37	18.16885	0.150412785057575	0.201450774517061
NCKAP1	89.73115	76.63705	-0.227566872672494	0.0906294211432954
NCKAP5L	6.6067	5.245335	-0.332894920357212	0.047658676705017
NCKIPSD	15.1937	14.6982	-0.0478337528772269	0.620877999125689
NCL	575.005	579.394	0.0109702434677104	0.727861434461442
NCLN	46.7707	68.7066	0.554843670701095	0.0635927004340484
NCOA1	2.499355	2.46966	-0.0172433930029579	0.909515524458241
NCOA2	4.3877	1.931175	-1.18398598285766	0.0552846913924335
NCOA3	8.64912	10.67057	0.303011984927462	0.292141081684925
NCOA4	58.0976	56.2093	-0.0476697189363932	0.522908378579748
NCOA5	18.02545	29.28315	0.700035476875917	0.0241757514635106
NCOA6	15.3276	13.9676	-0.134047667880058	0.469974835485494
NCOA7	10.06437	13.2061	0.391947608950371	0.00624343728512459
NCOR1	14.57535	17.4649	0.260927854728848	0.470411709043943
NCOR1P1	1.018781	0.662397	-0.621075915099162	0.551657478136991
NCOR2	30.8145	20.89825	-0.56022724451857	0.0956907472435104
NCR3LG1	1.1539	3.627995	1.65265426592123	0.0787855081879599
NCRUPAR	1.5296	1.4968355	-0.0312387483672939	0.958408624061631
NCS1	11.6159	9.87315	-0.234518587573663	0.0843593448941178
NCSTN	17.94775	16.8635	-0.0898989964508507	0.0955081204116025
NDC80	38.9379	38.3878	-0.0205271968014692	0.505320564932204
NDE1	10.82925	10.43855	-0.0530120061773439	0.356982762829021
NDEL1	23.33465	27.48185	0.23600529729321	0.0676225730589034
NDFIP1	20.79545	27.68185	0.41267245834735	0.0034971922672595
NDFIP2	14.64415	14.51545	-0.0127351580569782	0.724932642371842
NDNL2	17.3941	29.59075	0.76654822977503	0.00882371524875538
NDOR1	21.55915	18.7818	-0.198964965072591	0.289879268304498
NDRG1	47.07485	30.8525	-0.60956910110626	0.047096739494476
NDRG3	10.58915	11.05185	0.0617010989481538	0.246907726510501
NDRG4	4.101615	2.69982	-0.603328854531242	0.0119803124160549
NDST1	9.52856	7.712525	-0.305054943132125	0.199470549359858
NDST2	5.549145	2.57427	-1.10810212405184	0.04230912024797
NDUFA1	166.3865	252.6405	0.602547548387143	0.155309331315077
NDUFA10	16.4717	17.45575	0.083712885311144	0.100314206499608
NDUFA11	96.8626	115.463	0.253418981949758	0.106321633806171
NDUFA12	94.6545	131.3935	0.473150907401431	0.0649827169196305
NDUFA13	260.3465	265.8385	0.030117045913407	0.853942621696757
NDUFA2	69.6038	68.27005	-0.0279132632689332	0.788390773963495
NDUFA3	74.9679	75.0398	0.00138299275815095	0.992817912576946
NDUFA4	54.67565	62.56965	0.19456456740812	0.216280879815183
NDUFA5	38.9708	44.90795	0.204577318402031	0.0772111666010386
NDUFA6	46.8225	57.68015	0.300872949865789	0.0764422436627043
NDUFA7	84.68935	90.0581	0.0886754840450216	0.692929101561896
NDUFA8	131.475	172.8725	0.394919891137457	0.106679906181569
NDUFA9	76.89	102.3398	0.4124994345788	0.124938893113793
NDUFAB1	281.7725	352.943	0.324904391681713	0.10549819218905
NDUFAF1	14.09025	18.89305	0.423158412763328	0.194758811001192
NDUFAF2	88.80715	94.66465	0.0921499552561792	0.232114378684362
NDUFAF3	64.5107	53.8835	-0.25969490746508	0.203597369714972
NDUFAF4	19.59235	23.9429	0.289307452539073	0.06861580702468
NDUFAF5	29.9317	32.64495	0.125185611358158	0.148757213622737
NDUFAF6	15.65255	17.6657	0.174553207152902	0.225700265677455
NDUFAF7	14.25095	13.8534	-0.0408179995271293	0.37060803021489
NDUFB1	88.6737	103.5233	0.223377331985221	0.42283378902471
NDUFB10	137.3435	125.8585	-0.125985980312909	0.274421705011478
NDUFB11	120.221	93.0044	-0.370318049321838	0.149157804043669
NDUFB2	66.1412	87.35705	0.401374917467431	0.1113567246877
NDUFB3	60.78595	58.25245	-0.061419170831646	0.684141129227596
NDUFB4	250.9415	216.504	-0.212957399749508	0.287585334844838
NDUFB5	85.97095	106.639	0.310814003191077	0.103621437301411
NDUFB6	34.4016	50.76615	0.561391187741052	0.0949095864391501
NDUFB7	110.554	149.3015	0.433477435147021	0.0654271453038218
NDUFB8	153.562	115.031	-0.416798545995658	0.135835025448784
NDUFB9	296.314	308.3965	0.057659600984411	0.591086365087851
NDUFC1	67.12965	69.49575	0.049974632257889	0.778973318526496
NDUFC2	46.5376	42.3652	-0.135517131308252	0.216171693948365
NDUFC2-KCTD14	0.5300785	0.3463275	-0.614069077322516	0.27637955530239
NDUFS1	51.44025	37.2328	-0.466323539634759	0.0220424336104707
NDUFS2	48.0786	40.12285	-0.260970799968307	0.101714186122346
NDUFS3	120.4785	159.3865	0.403753725393933	0.153928940007496
NDUFS4	65.40695	75.1464	0.200260049846339	0.149580281129526
NDUFS5	471.8125	326.228	-0.53233302801399	0.0850281541839893
NDUFS6	76.5092	137.7075	0.847901992428166	0.128395941479649
NDUFS7	61.13005	70.6159	0.208111312696146	0.135229141014144
NDUFS8	136.1495	108.122	-0.332531580528562	0.165061126655137
NDUFV1	101.6019	104.04085	0.0342227096785264	0.789145438083776
NDUFV2	198.708	212.2045	0.0948052935346933	0.305247021039309
NDUFV3	26.11685	24.41255	-0.0973579024097178	0.373674061932375
NEAT1	87.02735	105.2805	0.274697474185162	0.0291124007743164
NEBL	1.92333	4.363045	1.18172903579087	0.0084897559832192
NECAB3	12.8198	6.363585	-1.01046209607484	0.0255138547244745
NECAP1	11.7321	13.3924	0.190953250358231	0.172596179786061
NECAP2	28.02155	28.12175	0.0051496152374539	0.963562018400777
NEDD1	14.97485	21.6166	0.529598072513394	0.0042648203157185
NEDD4	3.674575	4.209935	0.19622056071345	0.194369325478357
NEDD4L	9.997605	24.6122	1.29971918795869	0.0456853260990031
NEDD8	191.187	220.854	0.208108533210275	0.29530222025335
NEDD8-MDP1	3.65315	4.548025	0.31609919195961	0.465027872238954
NEDD9	0.7347915	0.3789865	-0.95518847897559	0.00557534208394501
NEFL	12.9435	4.97463	-1.37956665260662	0.00191638453796479
NEGR1	4.02894	0.415072	-3.27896680190402	0.0226343809788817
NEIL1	11.52135	9.908215	-0.217612693384454	0.0614552425731425
NEIL2	8.133825	10.93815	0.427362895173883	0.0120767512423334
NEIL3	22.12535	21.98785	-0.00899373478023197	0.881999123945896
NEK1	4.238085	5.273935	0.315467267416048	0.0746461390725925
NEK11	1.27965	0.3581305	-1.83719197397134	0.123931602783248
NEK2	39.40025	26.4321	-0.575913733811271	0.0196330505042955
NEK3	1.31446	0.7557875	-0.798417677219566	0.202442939890048
NEK4	5.884515	7.63857	0.376379066090809	0.000682623702302982
NEK6	17.0058	16.07695	-0.081033140971521	0.250780464538405
NEK7	18.4323	16.8184	-0.132195640152345	0.109074198170688
NEK8	2.422385	1.3767	-0.815213964359645	0.00647999799870356
NEK9	20.0295	20.4106	0.0271921858192948	0.623002039527545
NELFA	24.10155	23.9683	-0.00799834435060371	0.928563741222908
NELFB	65.012	71.2589	0.13236417597995	0.207484738751524
NELFCD	105.296	123.467	0.229674860744465	0.106923264717433
NELFE	61.6446	44.8025	-0.46039528407219	0.0215422816251369
NELL2	1.172495	0.4465855	-1.39257345574535	0.0795509524616771
NEMF	22.80425	22.4577	-0.0220925407118655	0.604843877046532
NENF	66.39975	46.4535	-0.515390510377236	0.118486297565624
NEO1	0.4553945	7.24283	3.99136474086998	0.0344427535378731
NET1	27.65475	38.07	0.461127269805855	0.00203544139113569
NETO2	26.00445	39.0375	0.586102139315527	0.0686868183741656
NEU1	28.17485	20.05815	-0.490219379984418	0.0520087560268713
NEU3	5.78659	5.1273	-0.17451411501126	0.287411767473423
NEURL1B	1.865135	0.334245	-2.48030217351714	0.0136439642334087
NEURL2	1.1422635	0.808346	-0.498850639757555	0.21391575716734
NEURL4	17.61935	14.7891	-0.252626443411494	0.103086014442921
NEXN	1.31179	1.27323	-0.0430437268548583	0.735881180255158
NF1	3.44864	3.497915	0.0204676967215078	0.905793795368031
NF2	16.4295	17.45695	0.0875129444502778	0.381098516317573
NFAT5	5.36945	5.489965	0.0320226331104908	0.868414238318023
NFATC1	3.600685	0.710349	-2.34167148202189	0.0304584876415135
NFATC2IP	22.48315	23.51725	0.064875189458878	0.188343676077531
NFATC3	18.40265	14.71445	-0.322679912861674	0.0329856104433457
NFATC4	2.781515	0.703013	-1.98424761296345	0.0699969761478326
NFE2	1.789325	0.813928	-1.13644236727073	0.200226022086507
NFE2L1	30.47	49.66595	0.704867607267387	0.0295957026110748
NFE2L2	34.63875	36.8055	0.0875345015286708	0.280864350077251
NFE2L3	6.834945	9.800325	0.5198998642325	0.0293203783715083
NFIA	1.153875	1.34034	0.2161120668089	0.130736121456832
NFIB	24.4083	27.0445	0.147963407963393	0.211688534529443
NFIC	14.7778	16.18725	0.131426402986533	0.281980524507584
NFIL3	19.69715	14.7899	-0.41337460194437	0.0592047865672951
NFIX	12.73195	18.8114	0.563153826037456	0.0406880450291029
NFKB1	14.70985	19.05745	0.373572555849	0.000336544181763681
NFKB2	18.7091	33.69785	0.848916387596184	0.0126242042353339
NFKBIA	60.2928	61.86035	0.037029266336335	0.632749526416749
NFKBIB	13.3323	18.3498	0.460838652705809	0.0453397766737766
NFKBID	4.03866	3.246805	-0.314855955596457	0.362961485314387
NFKBIE	7.85786	6.065465	-0.373518212478972	0.0866313472420342
NFKBIL1	15.63635	10.84365	-0.528053329775366	0.0859620720522299
NFKBIZ	2.66749	4.188955	0.65110752346094	0.00449096950715074
NFRKB	3.66411	3.039885	-0.269446068134035	0.0747509724990741
NFS1	22.5095	25.3613	0.172094687980402	0.0400840177442671
NFU1	37.9321	34.72165	-0.127583737033535	0.120796849491726
NFX1	5.252655	8.16601	0.636584504420939	0.0238394995651043
NFXL1	4.39507	5.280635	0.264825281825184	0.131690579967157
NFYA	10.57245	9.564135	-0.144603338201001	0.136972071603144
NFYB	12.20155	15.74315	0.367659804914688	0.0539632893695789
NFYC	27.5755	19.67865	-0.486755793132827	0.0594801778600951
NGDN	39.439	53.3568	0.436049173721692	0.143389842671604
NGEF	5.694655	2.739295	-1.05580380056442	0.00446466486610221
NGFR	0.0885345	0.1611615	0.864195481193791	0.157331572391587
NGFRAP1	49.33355	37.20085	-0.40723352040443	0.0653779374021259
NGLY1	31.62205	26.58555	-0.250288584920477	0.163518233034325
NGRN	112.027	212.153	0.921258596622862	0.0661467113858724
NHEJ1	8.53078	8.863495	0.0551980274042914	0.221725979522427
NHLRC1	1.1071865	0.638451	-0.794250452353321	0.0982340370664811
NHLRC2	5.20474	4.51407	-0.205397305590024	0.162106947609861
NHLRC3	6.524685	5.63322	-0.211948436906784	0.0109769924370808
NHP2	179.3555	171.673	-0.0631588304935561	0.584932965813553
NHP2L1	104.6255	117.754	0.170541550395291	0.184050106480355
NHS	3.806425	3.42964	-0.150379503737023	0.418175483191722
NHSL1	4.612205	5.335995	0.210300676375653	0.284417904635786
NICN1	4.66257	3.39862	-0.456176321932073	0.0247721014549133
NID1	3.164515	2.62463	-0.269870349076921	0.177369345666448
NID2	10.8242	11.995	0.148172756114231	0.154685543982002
NIF3L1	25.07015	22.14115	-0.179240471239045	0.12832310196814
NIN	15.7152	11.56485	-0.442414078903681	0.0441840715029347
NINJ1	23.08535	15.3625	-0.58756459484269	0.0690683043453586
NINJ2	1.924775	2.41544	0.32759620713043	0.25856650897366
NINL	6.6083	4.309425	-0.616783797368571	0.044643674062949
NIP7	56.3368	63.30965	0.168347800637158	0.259730455802368
NIPA1	7.298865	17.29825	1.24488205088936	0.0345763916545815
NIPA2	56.04155	78.08105	0.478475595314343	0.000118152964897146
NIPAL1	2.305875	2.3928	0.0533855080303462	0.697939547191532
NIPAL2	5.284615	2.18623	-1.27335318459976	0.00231073673950753
NIPAL3	9.7029	7.537645	-0.364302153951341	0.0146558228065528
NIPBL	3.99557	5.84483	0.548759733996805	0.0347145290002134
NIPSNAP1	52.39935	43.9214	-0.254624874468443	0.0164931145856809
NIPSNAP3A	14.18615	11.7394	-0.27312443312209	0.091489217027789
NISCH	6.132045	6.18272	0.0118733867599858	0.916105976609407
NIT1	10.43135	6.200745	-0.750412413735966	0.0444876837908735
NIT2	84.28265	68.73255	-0.29424219101493	0.0355826626360925
NKAP	16.61155	18.9592	0.190711394349033	0.235812958608127
NKIRAS1	8.89604	11.53715	0.375051701712908	0.0418634402716419
NKIRAS2	16.11195	17.21275	0.0953464970164438	0.119051626106178
NKRF	10.93575	14.85395	0.44179445989381	0.0231803976245347
NKTR	14.2023	13.26345	-0.0986684983049995	0.366036173227874
NKX2-8	1.265075	0.248179	-2.34976996749972	0.130910529367109
NKX3-1	1.87952	2.491515	0.406658992495144	0.10271685127191
NLE1	18.3465	27.61655	0.59002823866304	0.00514500748714472
NLGN2	6.43332	3.54123	-0.861312902976905	0.00454393448619472
NLK	5.265	10.38965	0.98064161809319	0.0377460311144776
NLN	13.0205	13.77755	0.0815345123781847	0.180748232374029
NLRC5	1.22819	1.8798	0.614045413813317	0.00623158438148
NLRP1	0.408576	1.472325	1.84941979915356	0.00758406405935352
NLRP2	13.21455	17.6777	0.419803284420953	0.0228092089591747
NLRX1	8.984305	6.968335	-0.366592922703784	0.0679446012301043
NMB	16.1955	11.2318	-0.528003857305456	0.0686227231036275
NMD3	49.36415	42.2999	-0.222809432954722	0.025449352672828
NME1	280.1285	530.8625	0.922249464164524	0.0876974845113141
NME1-NME2	3.36912	11.656155	1.79064824732617	0.137382717737786
NME2	996.4725	1412.305	0.503149789092859	0.126580242602181
NME3	23.58575	12.98515	-0.861052798025897	0.101334445541879
NME4	65.83355	57.6924	-0.190441714893387	0.207238959818295
NME6	13.1922	15.7543	0.256060477506948	0.165180626721003
NME7	17.8923	13.7134	-0.383752546597455	0.163686585414579
NMI	20.6456	28.1907	0.449384955189217	0.100894338566993
NMNAT1	6.221915	4.94849	-0.330370322586866	0.0702562394711752
NMNAT2	0.7643735	1.03871	0.442443253259182	0.0136661021709178
NMNAT3	2.096925	1.817095	-0.206641414531184	0.20033765375263
NMRAL1	34.6252	35.6213	0.0409177641881018	0.408837178134913
NMRK1	11.4825	8.9529	-0.359009806355349	0.0682189246123401
NMT1	43.05025	54.38575	0.337207074508118	0.00956820561648195
NMT2	5.305285	5.795845	0.127588758166006	0.095742668013427
NMU	18.319	17.7681	-0.0440513339561083	0.481229376727667
NNAT	1.145805	1.521305	0.408947883433863	0.27327396593645
NNMT	70.83745	132.4865	0.903261176482865	0.0759133348118261
NNT	3.948475	4.50416	0.189962520891433	0.0358439857915836
NOA1	11.17425	12.19325	0.125904711480803	0.302190943192654
NOB1	118.3735	113.212	-0.0643192583969895	0.448166572643037
NOC2L	95.9047	63.92755	-0.585163714966375	0.033299818163271
NOC3L	18.42975	20.49975	0.15356981487289	0.0536295885213397
NOC4L	17.7837	22.84935	0.361597608923175	0.0348207320292594
NOD1	2.148035	2.064615	-0.0571447212066171	0.731801668239454
NOL10	39.1144	53.2986	0.446397803313339	0.0707144968495905
NOL11	55.62465	69.70955	0.325631961235827	0.0440789497978457
NOL12	7.27014	8.927275	0.296236721899608	0.10382497286345
NOL3	33.2294	20.3982	-0.704018393572158	0.0313353714347819
NOL6	14.02425	24.9843	0.833098178490855	0.0123514006045733
NOL7	143.555	102.04985	-0.492329518482727	0.101825682530529
NOL8	24.07805	39.2355	0.704441027564148	0.00299938392018549
NOL9	7.3046	5.202555	-0.489584961368994	0.175339819780791
NOLC1	112.5385	130.1015	0.209218956362825	0.0425237577597613
NOM1	10.122735	14.98555	0.565972898980421	0.0145837003214
NOMO1	5.78392	6.904775	0.255546805516569	0.0588294054169761
NOMO2	2.4025	2.593425	0.110322217594704	0.681765056030028
NOMO3	0.769234	0.899926	0.226383844033049	0.478942994396663
NONO	211.4845	179.973	-0.232771443980115	0.0142689430657421
NOP10	311.3885	450.4995	0.532809840108023	0.177643107416821
NOP14	52.90335	51.35925	-0.042734946127954	0.157315648664688
NOP14-AS1	4.994585	3.17089	-0.655476979098046	0.0348656944272005
NOP16	71.58735	88.9565	0.313395350822496	0.0841805870665344
NOP2	94.9958	120.3015	0.340718996278876	0.0750217996940565
NOP56	203.3315	266.351	0.389494963437818	0.127938060551702
NOP58	92.0111	106.9645	0.217252245972526	0.0626962607813996
NOP9	24.01995	26.32335	0.132109955158487	0.23361450591677
NOS1AP	0.29188	0.4348785	0.575237026153575	0.0673269099800917
NOSIP	23.46705	29.3758	0.323991646860451	0.202905024667829
NOTCH1	6.210715	4.580225	-0.439340894946252	0.140531601537712
NOTCH2	16.43115	14.09215	-0.221541720229873	0.319654801148051
NOTCH2NL	3.65784	2.92706	-0.321539651621514	0.100286712324011
NOTCH3	6.70217	8.531455	0.348163526611584	0.265154852299578
NOV	3.73258	6.95436	0.897744569850268	0.0187365845778556
NOVA1	1.51559	0.701392	-1.11158664538194	0.194188858800939
NOX5	10.54715	14.00405	0.408990904382642	0.0471895913325899
NOXA1	7.456375	4.918105	-0.60037188225784	0.0486311187743691
NOXO1	3.091785	3.551465	0.199974268493462	0.262924622032954
NPAS1	0.373876	0.202445	-0.885029852425692	0.128592443029607
NPAS2	11.3849	19.47765	0.77469800564295	0.0465954187337734
NPAT	5.70928	7.00526	0.295129779124233	0.142587991198634
NPB	1.57148	3.051895	0.957581416033769	0.0392701029523363
NPBWR1	10.7667	3.643895	-1.56302283760678	0.00923261958056528
NPC1	26.08	29.73645	0.189288556130193	0.16017680699832
NPC2	234.4015	217.344	-0.109001532877881	0.501201992770905
NPDC1	59.9665	48.4628	-0.30727901029527	0.249130202438228
NPEPL1	14.22325	11.7581	-0.274596204303888	0.108339910508287
NPEPPS	28.05135	28.5602	0.0259358785541652	0.0943396471567773
NPFF	0.9500655	1.668565	0.812509003554699	0.0234529159164181
NPHP3	2.166665	1.21009	-0.840361756249212	0.00613788597418007
NPHP3-ACAD11	0.9751145	0.822846	-0.244949185231918	0.376354241423386
NPHP4	4.47401	2.62829	-0.767444012629051	0.0597407184975979
NPIP	28.217	32.1424	0.187913045437456	0.155949234727848
NPIPL3	5.133195	5.80032	0.17627542827066	0.188020909710566
NPL	0.905159	0.516982	-0.808057187462926	0.0567565698114944
NPLOC4	82.2253	83.61945	0.0242561874456725	0.536505675157527
NPM1	1215.605	1325.47	0.124829503317106	0.183199867957199
