SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
LOC100288846	0.8984755	2.120125	0.4997405	0.7906785
LOC100288911	1.21483	1.0014965	0.9810215	1.121131
LOC100289019	4.44584	5.098765	6.559885	5.636725
LOC100289092	4.537005	1.82466	2.080745	1.28035
LOC100289187	0.08684205	0.641142	0.4630275	1.1654
LOC100289230	1.012084	2.450895	1.50268	1.61928
LOC100289341	7.340185	14.08445	2.926435	6.063415
LOC100289361	5.73265	13.5916	3.01684	4.98608
LOC100289511	0.5378165	0.9490165	0.459544	0.783057
LOC100289561	1.478895	2.349315	0.8249805	1.579665
LOC100294145	4.93499	1.73714	2.94653	2.46458
LOC100294362	1.28645	1.32514	1.0762115	1.0368025
LOC100302640	1.91652	1.2756465	0.9001385	0.426535
LOC100379224	2.701885	5.20275	2.506835	3.807105
LOC100499227	0.893765	0.690766	1.1831	0.7616475
LOC100499484	0.6316085	0.7701545	0.664446	0.980296
LOC100505549	1.002235	0.5324675	1.022351	0.5132705
LOC100505624	8.889165	6.585225	10.09035	9.814265
LOC100505648	2.155215	3.818095	2.07699	4.068305
LOC100505666	3.262155	1.80189	2.22676	1.85278
LOC100505687	7.81795	9.41232	5.02941	6.07125
LOC100505695	3.101295	3.667565	2.905645	3.264905
LOC100505738	1.473245	1.33405	2.52267	2.485885
LOC100505761	10.34615	7.1622	6.169625	3.987335
LOC100505783	4.093005	7.44052	2.36235	3.24735
LOC100505812	1.26108	1.76408	1.216765	1.85877
LOC100505817	3.48064	6.70416	3.35751	5.17626
LOC100505839	2.44448	0.794309	2.39612	0.500287
LOC100505865	8.942295	3.91574	7.591925	3.413755
LOC100505876	16.7286	13.61465	11.4422	11.45555
LOC100506054	31.15885	7.811375	33.6988	11.902
LOC100506060	3.90012	4.465155	3.25291	3.37358
LOC100506071	4.098025	1.19766	2.87064	1.328115
LOC100506083	1.83829	1.100551	1.761235	1.39577
LOC100506085	1.2622	4.726075	1.0438625	3.73563
LOC100506100	21.24595	33.89755	10.8039	22.97155
LOC100506124	0.430745	1.0302275	0.414636	0.8258625
LOC100506178	0.158242	0.0662957	1.078	0.343663
LOC100506190	5.20841	2.67504	6.460355	3.929375
LOC100506207	2.420995	1.86346	1.30551	1.12634
LOC100506233	19.5703	13.76575	18.5367	11.53145
LOC100506305	10.24675	10.123395	13.6877	14.7366
LOC100506321	3.490245	4.064295	4.331175	4.197205
LOC100506394	4.201065	3.91062	5.06918	5.36742
LOC100506451	3.920365	3.969585	3.519515	3.743535
LOC100506469	5.192835	3.14855	6.05044	3.22684
LOC100506548	3.358595	2.762595	6.709735	4.8609
LOC100506599	3.096875	2.918775	3.53529	1.9071
LOC100506668	5.296955	5.256865	7.400295	4.73851
LOC100506710	5.71917	5.427675	10.2227	9.491725
LOC100506713	0.97221	3.070375	0.5579985	1.121265
LOC100506714	5.41103	8.369225	3.96049	5.973995
LOC100506730	2.46021	4.47547	2.090795	3.26095
LOC100506746	1.759055	1.77999	1.0872125	1.1368495
LOC100506804	0.824661	1.558555	0.537305	0.8369565
LOC100506844	3.13544	5.800755	2.80702	6.10975
LOC100506963	14.23155	10.8743	9.92852	8.51992
LOC100506990	2.97388	3.56535	2.646465	2.519725
LOC100507118	20.2059	12.10635	30.7791	26.863
LOC100507156	0.9170955	1.554665	0.3774775	0.7448925
LOC100507173	2.242575	3.337015	2.15996	2.09429
LOC100507217	19.4023	17.09285	25.37045	19.97625
LOC100507299	0.8888145	0.5802365	0.4039955	0.6611785
LOC100507373	0.9027035	1.028166	0.789356	1.423265
LOC100507410	0.7363265	0.4112745	0.721656	0.3230615
LOC100507424	2.106245	2.96601	2.973495	2.734865
LOC100507463	1.105695	1.04342	0.6288185	0.8030695
LOC100507501	0.5191735	1.573635	0.542676	1.10793
LOC100507547	4.917345	1.941215	2.156735	0.8717255
LOC100507577	1.1129105	2.291245	0.8013195	0.86414
LOC100507634	1.35919	2.24614	0.4362325	0.663975
LOC100527964	3.501205	2.77835	2.23575	1.882465
LOC100630918	6.411185	4.926185	7.959655	7.512515
LOC100630923	1.31495	1.35615	2.245655	2.11882
LOC100652739	4.837045	9.798395	5.86127	12.6835
LOC100652768	0.3551385	1.45547	0.8834675	1.378085
LOC100652770	3.57889	2.80968	3.27463	2.936795
LOC100652772	1.0198905	0.4626805	0.659949	0.3146105
LOC100652791	1.77395	0.33391	0.930242	0.281969
LOC100652909	0.6513325	1.113744	0.9365445	0.65576
LOC100652999	4.81522	6.686155	6.952025	9.04494
LOC100862671	7.35978	7.430495	11.6313	6.279775
LOC143666	2.87376	4.83478	2.244645	2.35982
LOC144486	0.7570755	1.41844	0.554942	1.0239995
LOC145783	0.88354	0.9211555	0.797867	1.12443
LOC146880	5.09184	4.854215	5.381885	3.47679
LOC148413	11.5706	16.1586	6.671955	8.732525
LOC148709	0.510742	0.740709	0.6863405	1.166275
LOC150381	4.63822	2.67685	4.614375	2.61039
LOC150776	6.264265	3.504525	6.659715	5.41257
LOC151009	1.62867	0.801126	1.68673	0.7385235
LOC152217	43.8994	42.69785	32.0861	31.56415
LOC155060	2.38079	1.406135	2.34507	1.84561
LOC202181	3.014915	1.127825	2.14007	1.84504
LOC202781	10.199145	10.2964	8.393685	9.749995
LOC220729	10.5983	11.05215	8.01435	7.27951
LOC253039	4.144925	11.122	4.887525	9.049595
LOC254100	1.359385	3.61	1.41378	2.616385
LOC254128	4.340275	6.90623	4.80698	6.081065
LOC254896	1.754055	0.122973	0.763323	0.02587085
LOC255512	2.832365	1.88218	1.312775	1.016234
LOC257396	5.29003	3.18536	3.93089	2.912175
LOC283335	1.63012	2.360695	0.939914	0.8293285
LOC283693	0.393868	0.971836	0.4411355	0.5757755
LOC283922	0.948687	0.799552	0.884904	0.740976
LOC284009	0.5583935	0.5413135	0.4811705	0.464329
LOC284023	2.22353	4.68412	3.68167	8.27985
LOC284385	1.407855	1.44242	1.368965	1.239805
LOC284412	3.44449	2.623775	2.18664	2.186735
LOC284454	13.805	18.76205	21.09195	20.22675
LOC284581	0.7741355	1.14693	0.6750725	0.5192675
LOC284751	2.52625	0.6198775	1.670215	0.6446515
LOC284801	2.2377	9.902165	2.628975	6.35385
LOC284889	1.454045	1.786095	1.28573	1.0346885
LOC285033	5.679565	7.42627	6.4736	8.830625
LOC285074	4.048895	3.958795	4.181365	3.606825
LOC286437	2.29765	3.708525	2.411725	2.73845
LOC338758	1.97307	5.16627	1.139465	2.91189
LOC338799	1.933505	2.137265	1.855755	1.39941
LOC339166	0.251428	0.636661	0.396748	1.0579835
LOC339535	13.2254	4.901455	7.933015	2.346025
LOC339803	8.27051	6.655515	5.964295	6.043705
LOC344595	4.97416	5.904	5.070435	5.886265
LOC344887	1.625645	4.96664	1.58046	1.923465
LOC344967	0.5202085	0.8566815	0.358562	0.408578
LOC374443	4.05472	1.90289	4.54908	2.623445
LOC387723	0.7858915	1.09552	0.7367335	0.950677
LOC388152	1.67669	4.027015	3.398085	6.61491
LOC388796	25.91705	15.00175	27.8919	18.9561
LOC388906	1.67529	1.440555	1.305855	1.06887
LOC389247	1.34513	2.05754	0.8976595	1.612415
LOC389641	6.196985	7.256675	4.85258	4.66802
LOC389765	1.25244	0.971057	1.553595	1.499045
LOC389791	2.561455	2.855105	2.951775	2.48289
LOC389906	21.79435	20.5794	14.56045	14.93405
LOC391322	1.428195	2.748305	1.204955	1.1665525
LOC399744	1.94361	1.44032	1.170215	0.9036895
LOC399815	3.394395	5.06883	3.463795	5.20688
LOC400027	6.37175	11.35425	6.705665	8.593525
LOC400043	3.79074	1.06595	3.15346	1.368575
LOC400657	5.905345	3.465985	5.344565	3.483615
LOC400752	0.9884825	1.338075	0.576875	0.70488
LOC400927	0.9654555	1.721495	0.9507865	1.773002
LOC401052	1.935225	2.48711	1.53538	1.75316
LOC401074	2.375995	1.732015	1.218225	1.09
LOC401321	1.540895	1.30922	1.49341	1.465825
LOC401397	53.0029	38.0929	47.7028	39.69595
LOC439994	2.23953	7.121995	1.551435	3.21802
LOC440288	5.535355	6.331925	5.00836	6.57475
LOC440335	0.5278385	0.946793	0.3330985	0.3411495
LOC440434	1.78453	2.50883	1.79849	1.680655
LOC441155	1.34037	1.545705	1.4011	1.29574
LOC441454	2.15942	1.58617	1.59464	1.92879
LOC441461	0.438637	1.1092405	0.7592105	0.726986
LOC493754	4.84036	6.52878	4.64318	5.18803
LOC494141	0.895035	0.9279985	1.16374	1.22518
LOC541471	19.3746	11.2537	31.41515	18.70905
LOC550112	7.691035	6.10054	7.087625	4.073435
LOC550643	55.61955	48.82115	32.232	32.02245
LOC553103	0.939826	1.347235	1.161205	1.420505
LOC554206	0.976798	2.75358	1.3096	2.60605
LOC613037	0.80695	1.185735	0.685529	0.8554305
LOC642236	3.2243	4.68823	4.025805	3.318215
LOC642361	1.94139	3.325335	1.230875	1.596205
LOC642846	1.90021	0.617254	1.32822	1.032508
LOC642852	3.57489	7.76246	3.40843	4.717525
LOC643406	2.49666	3.748765	2.069645	2.04865
LOC643802	0.932369	0.629419	1.095965	0.9445565
LOC643837	3.048915	4.01526	2.348075	3.101
LOC644656	3.38268	3.191205	3.917865	3.283535
LOC644961	41.61365	65.0929	60.68335	96.06715
LOC645166	0.6195505	1.43885	0.827657	1.698165
LOC645212	7.67603	7.576365	6.019325	4.41391
LOC645249	1.0480985	0.242199	1.211855	0.186726
LOC645513	5.51152	5.50699	4.261805	4.054415
LOC645638	0.289092	0.5160965	1.423502	1.742585
LOC646214	1.25143	1.48596	1.06329	1.28267
LOC646329	0.12233	1.816305	0.314325	1.837975
LOC646471	2.34429	4.814725	1.184805	1.454245
LOC646626	2.61272	8.846655	1.68651	2.631515
LOC646719	2.15108	2.687215	2.50025	3.079015
LOC646762	2.51399	2.19858	3.165395	2.81586
LOC646903	1.066815	2.13334	1.23362	1.64715
LOC648987	1.17394	1.16715	1.344095	1.437255
LOC650293	0.5445185	0.331308	0.534206	0.9606175
LOC652276	4.162665	3.15328	3.764825	2.39456
LOC653653	1.42158	1.31442	1.51506	1.047353
LOC653712	1.120645	1.46763	1.29049	1.277785
LOC654342	0.3688655	0.669711	1.221185	1.665065
LOC654433	19.22715	26.28875	16.78695	17.44675
LOC728190	10.62925	8.092325	8.75095	6.895615
LOC728323	2.11338	2.113855	2.574275	2.171695
LOC728392	0.0937059	0.2511535	0.419241	1.62191
LOC728407	1.613635	1.708945	1.279555	1.48674
LOC728431	10.4966	16.88165	6.229365	7.431105
LOC728554	2.43945	2.06346	2.90405	2.841455
LOC728730	2.80748	2.20603	1.701315	2.00753
LOC728752	6.38679	8.37912	5.652405	6.156545
LOC729013	9.21838	10.38809	3.986025	4.63682
LOC729603	1.939155	4.12553	1.627685	2.09141
LOC729737	1.137165	0.688767	0.4062095	0.3488255
LOC729852	5.82493	9.61646	6.93276	9.953445
LOC730101	1.422465	2.354125	1.408675	2.71478
LOC730102	1.313595	0.3368775	1.32944	0.4349265
LOC730183	5.172	7.683075	6.641075	10.231515
LOC731275	4.093535	3.65493	2.587705	2.45983
LOC81691	5.570995	4.199135	4.18284	4.95491
LOC90784	3.09468	4.501275	7.730885	9.366425
LOC90834	1.31202	1.715095	1.784075	1.703515
LOC91948	1.785255	2.521015	1.963625	3.325855
LOC92249	10.157895	6.86242	5.877385	4.38565
LOC93622	21.9246	55.42855	18.5659	38.70145
LOC96610	5.335265	7.47187	6.15741	6.98331
LOH12CR1	8.453915	6.78517	8.856655	6.815345
LOH12CR2	1.04944	1.39794	0.8014195	0.8864455
LONP1	52.7463	52.8881	92.83395	90.35875
LONP2	35.5023	40.7449	35.30845	42.60525
LONRF1	5.810375	2.083875	5.21627	2.82504
LOX	10.278	5.94552	9.4109	5.520575
LOXL1	17.27795	19.07685	8.133425	12.02515
LOXL1-AS1	9.4911	2.506695	10.32615	4.58139
LOXL2	24.8987	44.78225	9.633785	24.0494
LOXL3	9.548665	3.082715	8.375255	5.642175
LPAL2	0.8415645	1.29917	0.886606	0.9928905
LPAR2	12.13775	11.0427	11.25815	10.73545
LPAR3	10.111765	13.44115	11.9081	14.3631
LPAR5	1.649255	0.684532	1.56226	0.464363
LPCAT1	14.58145	10.8306	25.16965	22.4974
LPCAT2	10.5861	8.156415	13.09445	12.2383
LPCAT3	26.05435	46.4159	29.3158	48.06785
LPCAT4	49.79695	31.04675	56.9676	34.35745
LPGAT1	10.7718	2.62438	7.11262	3.787055
LPHN1	4.32822	1.403875	4.511375	2.123375
LPHN2	7.843	4.7867	6.745755	5.92556
LPIN1	10.08055	12.2107	13.86885	11.02665
LPIN2	4.89847	6.26341	4.125875	5.5144
LPIN3	9.5355	8.07299	5.53147	3.632915
LPL	8.3745	4.092825	4.997675	3.214645
LPP	2.452945	1.601895	2.48947	1.48457
LPP-AS2	0.8983525	1.471645	0.5533455	0.920758
LPPR2	3.91355	5.847275	4.11239	6.700955
LPXN	2.917195	3.78768	3.14736	3.160105
LRAT	6.18117	7.99839	11.6425	6.937775
LRBA	11.37965	12.44595	10.41396	12.53715
LRCH1	7.362595	5.573595	6.769885	5.601235
LRCH3	14.68995	20.44415	13.3042	16.2718
LRCH4	9.00664	30.72985	6.931715	20.1024
LRFN1	5.6691	0.2169245	5.507145	0.9021445
LRFN3	5.16302	3.16828	5.892595	6.886295
LRFN4	42.91885	11.80075	28.6189	12.5374
LRG1	2.4529	1.12141	0.449012	0.393323
LRIF1	13.3506	17.85955	18.34705	17.8743
LRIG1	5.359715	5.959975	7.34673	9.152575
LRIG2	4.317775	5.506315	3.324275	3.509045
LRIG3	6.0498	1.68809	8.284155	4.80643
LRP1	1.463925	0.8114945	1.30997	0.6385975
LRP10	24.3259	18.6316	16.90595	13.18185
LRP11	15.00985	28.30945	22.07315	40.42375
LRP12	9.246415	7.14745	6.725845	6.398405
LRP3	13.8526	4.015505	7.345445	3.547695
LRP4-AS1	0.2568345	1.0674405	0.369754	0.6414235
LRP5	27.6143	10.7681	22.97585	14.53685
LRP5L	3.45856	2.47321	3.38273	3.22421
LRP6	7.07755	10.04411	8.396305	10.36715
LRP8	24.1849	18.3348	9.826045	8.67003
LRPAP1	8.018445	14.20245	6.83786	10.6883
LRPPRC	78.99715	70.3006	87.7697	87.8851
LRR1	42.7606	39.78665	39.9398	38.78495
LRRC1	13.57585	15.08475	13.10265	13.60085
LRRC14	6.732905	6.59624	3.96847	5.144485
LRRC16A	9.41162	8.762105	7.36869	6.350205
LRRC20	3.10692	1.453905	2.17475	2.499175
LRRC23	3.676125	3.93153	4.635585	5.973955
LRRC24	7.69903	8.447035	4.977695	5.673915
LRRC27	1.80753	1.224215	1.09158	1.161835
LRRC28	4.51778	6.97756	5.18487	8.834115
LRRC29	0.9419215	1.270575	0.6982275	0.574321
LRRC33	1.165096	0.1430495	0.510817	0.0984607
LRRC37A4P	2.34622	1.700365	2.538815	1.98141
LRRC37B	1.77537	1.1064	2.388485	1.9062
LRRC37BP1	4.544615	5.581645	4.64297	5.862185
LRRC39	2.87584	2.366855	2.33033	1.508585
LRRC40	15.66935	10.7335	11.32195	8.886095
LRRC41	46.45545	26.9121	21.38725	13.5863
LRRC42	57.1825	33.94045	37.23665	26.1107
LRRC45	38.2986	13.0595	29.37515	21.11835
LRRC47	29.8501	29.62625	23.117	22.45075
LRRC49	2.2681	1.35551	3.42743	2.480305
LRRC56	0.3984035	1.0489545	0.323685	0.511862
LRRC57	4.7967	9.25648	6.90548	11.33225
LRRC58	19.90085	18.07245	24.04535	25.93545
LRRC59	96.72905	82.04285	171.826	156.4745
LRRC61	9.5059	3.070375	8.428425	5.803725
LRRC69	1.60043	1.1072365	1.23436	0.993172
LRRC73	1.254755	2.09342	0.6351235	1.378215
LRRC8A	24.32045	33.1702	40.80745	41.3793
LRRC8B	2.81144	3.612095	4.148945	5.157705
LRRC8C	1.5491	0.9337345	2.55244	2.2074
LRRC8D	17.1196	10.24537	19.84445	12.893
LRRC8E	3.441325	3.17166	4.45871	4.213775
LRRCC1	11.1755	2.578115	8.04308	4.756745
LRRFIP1	30.52095	37.3611	36.77565	35.64135
LRRFIP2	18.2518	21.43385	24.0991	26.54645
LRRIQ3	1.585805	1.548845	0.7240075	0.827266
LRRK1	7.071635	1.2935	7.473635	4.06657
LRSAM1	8.89132	7.339455	8.56639	6.92375
LRTOMT	2.45734	3.10461	1.663825	2.02775
LRWD1	16.2332	29.21555	14.8869	24.77
LSG1	34.30155	45.4765	39.94815	47.9684
LSM1	35.0344	28.5802	36.7159	30.8633
LSM10	60.78895	47.9127	42.9523	37.04555
LSM11	2.993665	1.28379	2.8409	1.175065
LSM12	43.1193	35.36485	65.63415	55.56055
LSM14A	31.7061	22.56935	40.41775	35.31285
LSM14B	30.29815	30.83755	33.1307	39.59625
LSM2	82.1968	50.9508	48.41985	37.39775
LSM3	175.101	125.611	218.901	164.207
LSM4	91.9914	76.39685	111.8805	91.71075
LSM5	26.20435	13.94405	29.61995	18.66215
LSM6	32.57595	25.13435	36.19075	29.7753
LSM7	124.131	87.8525	122.258	93.26815
LSMD1	37.24295	49.1687	38.47855	47.02385
LSR	60.8271	117.8695	72.0835	123.182
LSS	19.03675	29.17505	10.8942	13.7912
LTA4H	69.57365	127.0045	88.2732	153.8985
LTB4R	2.49281	3.88142	3.635425	4.953965
LTB4R2	2.126925	3.252935	3.00004	4.413655
LTBP1	0.478381	0.2297815	2.24771	2.23917
LTBP2	3.904215	1.33683	4.53031	1.910705
LTBP3	47.77975	32.0196	17.01895	13.39475
LTBP4	4.574055	3.628445	4.369825	3.9793
LTBR	81.732	36.54785	86.6193	47.1602
LTC4S	0.7733915	1.50522	0.4651525	0.5935945
LTN1	7.625475	8.4316	8.35143	8.139325
LTV1	66.5613	39.2977	83.14735	59.49145
LUC7L	26.03185	57.29055	39.53315	65.3044
LUC7L2	17.1627	15.18715	25.38585	24.3462
LUC7L3	59.4273	70.8365	83.78945	88.23085
LURAP1L	3.49578	4.88641	6.01187	4.306255
LUST	3.11608	4.69901	3.9238	4.880045
LUZP1	8.759465	13.94105	7.68394	11.53635
LXN	6.593665	5.058475	3.61527	2.620685
LY6E	199.394	169.6505	114.7	111.516
LY6G5B	19.67185	14.45435	10.20405	7.76203
LY6G5C	3.124045	0.773344	1.38122	0.3361565
LY6K	32.45265	11.29605	15.3735	7.324845
LY86-AS1	0.7105445	0.4000005	1.0518705	0.510333
LY96	3.144095	1.94063	5.00797	2.661205
LYAR	72.96605	49.66795	79.4928	58.37145
LYG1	2.4465	6.30172	2.465495	3.742485
LYN	9.995395	9.856285	9.0653	9.55169
LYPD1	2.231915	1.3716	4.24804	2.49496
LYPD3	27.03775	17.4436	58.9205	32.67625
LYPD5	1.0491205	0.4266785	0.7044275	0.6327445
LYPD6	1.375375	0.650598	1.356145	1.215265
LYPD6B	3.62521	1.40928	2.02949	1.298835
LYPLA1	45.815	22.8352	44.29925	32.23365
LYPLA2	51.6758	61.7809	32.2532	30.45515
LYPLAL1	20.31075	15.8714	16.1258	13.2195
LYRM1	15.946	10.50555	16.90345	13.58245
LYRM2	10.51035	11.93155	12.82185	14.5409
LYRM4	26.0051	24.06275	23.09195	19.04985
LYRM5	10.295975	22.7561	11.69525	21.49335
LYRM7	3.673545	4.31444	6.223435	8.50537
LYRM9	0.690882	2.573835	0.978075	2.472855
LYSMD1	3.554855	1.994545	3.15286	1.39429
LYSMD2	11.33245	4.23089	21.455	11.19195
LYSMD3	7.667875	11.06475	8.4536	10.55555
LYSMD4	3.078945	3.52481	3.997455	5.23549
LYST	1.091775	4.731455	1.50009	3.180555
LYZ	0.6916605	1.029095	0.514502	0.6399625
LZIC	30.87995	19.97525	22.3486	16.4798
LZTFL1	3.18455	3.116575	5.43235	4.7789
LZTR1	11.42735	7.536485	13.5882	12.09585
LZTS2	33.33705	12.2344	17.2438	8.187195
M6PR	61.66415	65.774	95.5507	108.5235
MAB21L3	2.719905	3.730415	2.187695	2.10907
MACC1	2.989105	1.4281	3.39105	1.58032
MACF1	8.18199	11.0464	6.14062	7.33312
MACROD1	13.62825	13.3767	9.70811	11.2271
MAD1L1	9.055095	11.1709	7.083265	8.38554
MAD2L1	121.196	75.5966	127.379	114.3385
MAD2L1BP	32.0356	34.46475	28.2343	26.9753
MAD2L2	31.684	85.1404	24.75835	37.6647
MADD	19.3863	21.06355	19.1025	22.90675
MAEA	57.5949	72.571	46.80315	49.5711
MAF1	63.7829	83.12925	46.13565	53.7507
MAFA	0.012176	1.19079	0.0224171	0.294275
MAFB	6.372355	8.663635	29.3882	20.86495
MAFF	10.5452	17.4014	17.1253	17.51745
MAFG	24.0923	26.0864	29.69715	30.28755
MAFG-AS1	7.357035	5.105935	7.89456	5.54174
MAFK	6.639445	10.08225	6.80701	6.378265
MAGED2	19.7015	16.20265	12.82425	10.11713
MAGEE1	3.134285	2.84736	1.72924	2.188325
MAGEF1	72.425	58.0277	66.19555	61.8565
MAGI1	4.6167	3.63515	4.7778	4.36184
MAGI3	2.764105	4.35203	2.45965	2.6735
MAGIX	1.2388535	1.1353915	0.588727	0.374618
MAGOH	109.9555	85.6503	100.3767	87.0952
MAGOHB	5.58496	2.236	8.42042	3.88853
MAGT1	32.5599	35.88245	28.60245	37.9439
MAK	0.5460385	1.16903	0.4198205	0.7424685
MAK16	18.1472	12.29985	18.79425	13.07995
MAL2	163.749	136.352	156.9885	142.723
MALAT1	25.07015	39.7465	25.73955	38.0321
MALL	2.83787	2.532845	2.950505	1.15258
MALSU1	43.8426	40.43245	50.27935	49.4184
MALT1	14.301	14.04705	16.36655	18.73805
MAMDC4	2.425845	3.65709	2.72287	4.304015
MAML1	13.4338	15.7596	12.24465	15.837
MAML2	1.8438	0.874263	1.452645	0.57104
MAML3	1.214005	0.596692	1.461845	0.962963
MAMLD1	4.03102	2.760165	3.43837	3.973895
MAMSTR	1.7084	1.092849	1.430705	1.15467
MAN1A1	3.09503	8.66452	5.66976	12.32795
MAN1A2	9.41594	16.4496	7.235285	10.27405
MAN1B1	36.5501	45.813	26.61215	34.6209
MAN2A1	7.5469	9.41494	10.04474	14.61335
MAN2A2	12.83195	10.9492	19.95645	19.32305
MAN2B1	17.49025	25.10415	16.0836	21.84545
MAN2B2	3.9884	8.796395	3.061415	6.077255
MAN2C1	19.33145	24.4408	18.11405	23.21875
MANBA	4.563185	6.11908	6.194925	7.8009
MANBAL	29.13185	27.7691	32.98475	27.77005
MANEA	5.425795	3.327735	4.82317	3.64767
MANEAL	21.5616	2.955815	17.95145	7.83431
MANF	139.936	229.447	117.521	188.242
MANSC1	6.17439	0.9432305	8.610575	1.789005
MAP1A	0.197364	1.5007	0.23329	1.662365
MAP1B	0.7023365	2.45239	1.48444	2.155695
MAP1LC3A	3.702585	2.69529	2.56166	2.73254
MAP1LC3B	34.0091	82.7161	41.74155	75.2059
MAP1LC3B2	1.6852	3.928805	2.097265	3.193595
MAP1S	9.55903	12.3717	12.6111	13.68405
MAP2	1.09093	7.255345	1.514855	6.40456
MAP2K1	38.4448	52.78465	45.8986	58.2481
MAP2K2	55.6595	55.1583	77.9107	80.2737
MAP2K3	42.4057	73.6497	75.29115	106.759
MAP2K4	17.04175	21.8025	16.77195	17.98735
MAP2K5	6.330265	3.79079	10.54035	7.65545
MAP2K6	7.605085	3.37521	5.44282	3.580875
MAP2K7	15.3753	15.5649	19.7744	21.33095
MAP3K1	4.17789	3.581545	3.6777	3.920535
MAP3K10	4.226835	1.60979	5.446865	2.60164
MAP3K11	26.64055	41.3025	16.848	20.9426
MAP3K12	3.68732	1.899245	3.01939	2.356835
MAP3K13	15.7392	17.94545	12.43695	14.219
MAP3K14	7.26303	12.7173	10.38805	16.10805
MAP3K14-AS1	2.221905	4.28166	2.495615	3.625725
MAP3K15	2.658	2.052785	3.465265	3.30681
MAP3K2	6.178745	5.512845	8.16661	7.41286
MAP3K3	6.797325	9.14084	5.942815	10.166435
MAP3K4	15.5762	10.9727	18.0548	14.1315
MAP3K5	6.431035	2.69471	8.35578	5.272025
MAP3K6	10.602195	7.6584	5.882965	5.238975
MAP3K7	18.39715	19.77175	19.77895	20.2909
MAP3K8	0.857632	1.92428	1.20895	1.25929
MAP3K9	4.736695	4.514615	3.235665	3.61364
MAP4	40.0897	35.65045	46.09615	43.72015
MAP4K2	6.473495	3.50141	3.70429	2.35179
MAP4K3	11.62845	11.58725	12.66415	11.7238
MAP4K4	29.2573	32.83215	35.5402	44.4311
MAP4K5	19.9144	17.84805	22.56855	18.7431
MAP6D1	7.106565	6.49673	3.895465	4.543035
MAP7	28.75585	22.8107	35.36305	26.4753
MAP7D1	50.10435	59.9507	30.95825	28.7568
MAP7D3	14.1206	12.9257	14.7088	15.02195
MAP9	10.894	9.808615	8.51831	9.832765
MAPK1	31.5249	36.85325	25.23435	32.52155
MAPK11	5.309945	1.835295	5.66035	3.095955
MAPK12	15.5284	5.996745	8.0124	4.996965
MAPK13	10.309025	2.32182	4.5757	1.33902
MAPK14	29.04265	31.3547	19.9811	20.64595
MAPK1IP1L	21.4713	20.1473	21.86515	21.28445
MAPK3	30.95585	16.71745	17.2003	10.182875
MAPK4	12.9111	1.114375	6.97843	2.193855
MAPK6	20.81155	18.45385	26.7687	27.41875
MAPK7	4.64507	5.44495	3.68992	4.101335
MAPK8	15.56345	27.1531	14.8686	25.42065
MAPK8IP1	3.646515	5.34091	5.157285	7.31825
MAPK8IP2	0.9900085	0.6165275	6.40463	2.99181
MAPK8IP3	9.41003	16.91405	10.90665	16.0895
MAPK9	19.3061	21.90645	16.4004	20.0073
MAPKAP1	59.7224	47.3953	70.05795	62.06515
MAPKAPK2	43.2064	55.61145	32.68255	41.5686
MAPKAPK3	51.58205	26.7785	64.3629	49.69525
MAPKAPK5	23.40305	15.3562	29.15455	23.3994
MAPKAPK5-AS1	7.354365	7.6773	6.71355	6.41304
MAPKBP1	2.51624	6.317515	3.002785	5.84179
MAPRE1	113.868	118.9095	125.9635	143.261
MAPRE2	6.70076	26.12025	7.18585	24.33
MAPRE3	4.789385	7.992965	3.18538	5.531285
MARC1	60.36475	25.26675	56.09065	32.8317
MARC2	23.5215	19.5728	17.62955	18.3617
MARCH1	1.448305	0.761314	0.9693975	0.700877
MARCH2	4.731975	8.45329	5.909435	12.33285
MARCH3	0.2345255	0.9109255	0.4193775	1.159835
MARCH4	0.1245265	0.200697	1.557815	1.317905
MARCH5	12.8853	16.2174	11.07585	13.47775
MARCH6	5.635835	5.737755	7.875895	7.32809
MARCH7	39.94765	42.1392	31.3085	32.3508
MARCH8	3.39364	1.625415	2.730845	1.859915
MARCH9	7.94349	2.995915	8.579995	5.3366
MARCKS	15.5635	11.04995	11.83075	11.81615
MARCKSL1	62.82595	148.9085	14.8895	45.56035
MARCO	0.983212	0.1410505	2.13574	1.652025
MARK1	1.422925	0.5464925	0.6330945	0.444214
MARK2	24.568	30.49845	26.47725	32.29575
MARK3	22.7805	32.5087	25.5585	29.0524
MARK4	2.820465	3.048205	2.50787	2.973345
MARS	76.04405	47.4934	84.09815	57.44765
MARS2	10.78735	9.05403	11.12965	11.37965
MARVELD1	44.58175	32.07455	36.8475	37.4258
MARVELD2	4.608325	4.709595	4.900545	5.295805
MARVELD3	11.1567	6.639045	11.41385	7.148325
MASP2	0.8704505	1.882665	0.374847	0.721724
MAST2	22.0693	24.18405	16.97075	23.26235
MAST3	1.26659	1.017359	1.001703	1.068485
MAST4	2.73813	3.26799	4.04866	3.53537
MASTL	16.8795	11.03865	23.86015	21.63195
MAT2A	127.097	130.5505	193.541	241.928
MAT2B	33.24995	35.1995	32.67655	40.79945
MATK	19.3356	3.71295	14.0061	4.50147
MATN1-AS1	2.134685	1.7539	0.4875495	0.616395
MATR3	70.9697	44.0952	99.8924	76.16955
