SUM149_JQ1_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
PRRC2B	44.6694	51.93085	0.2173049630645	0.00827658291861715
PRRC2C	15.48085	11.41705	-0.439294759664277	0.0202234041494152
PRRG1	9.743175	7.114575	-0.453614400973499	0.0458490194356348
PRRG2	3.54367	3.621715	0.0314287612849964	0.618006933826854
PRRG4	7.74898	14.2668	0.880583453253019	0.00938213370451885
PRRT1	0.62138	0.454962	-0.449729755550027	0.284712673811056
PRRT3	2.257625	1.628065	-0.47164756902618	0.10280865605185
PRRT3-AS1	7.702445	5.57099	-0.467382749267626	0.0993336187910125
PRSS12	4.574755	5.390005	0.23659212903502	0.0673079037059019
PRSS16	6.088095	4.70268	-0.372507705685844	0.125546753836155
PRSS22	9.17086	3.62263	-1.34001956671283	0.00381403803553972
PRSS23	3.35535	3.711325	0.145471079813968	0.337061218655453
PRSS27	0.9434155	0.673705	-0.485776297520732	0.26154020042834
PRSS3	1.1342205	1.59214	0.489266063424104	0.24501062583584
PRSS53	3.005815	3.933625	0.388103211387242	0.150814610101336
PRSS8	19.24765	15.5382	-0.308862927310485	0.210038581024079
PRUNE	6.68047	6.235075	-0.0995426921742869	0.244360611492506
PSAP	196.4665	179.8105	-0.12780606665756	0.0364918249246823
PSAT1	140.259	227.6505	0.698727280798084	0.0226000535279736
PSCA	13.8696	25.88505	0.900192924075705	0.0970881499131622
PSD3	2.8181	3.594655	0.351130507006798	0.1185497878939
PSD4	5.992655	4.74364	-0.337200793316857	0.0247667617817781
PSEN1	14.94605	12.9401	-0.20791548736389	0.035686644194357
PSEN2	18.33185	11.00155	-0.736645587774198	0.00960233875674605
PSENEN	68.4223	51.3592	-0.413843870385658	0.00756543497334762
PSIMCT-1	9.709385	13.2279	0.446132222002554	0.21088149898119
PSIP1	119.9195	223.7405	0.899760153838996	0.00345305399795767
PSKH1	35.30095	25.82385	-0.451002905307078	0.0412423293839506
PSMA1	167.8905	168.3585	0.00401596266527961	0.918432462744246
PSMA2	114.9485	116.28	0.0166153366001245	0.342171417822809
PSMA3	227.961	237.6235	0.0598904933816791	0.35655262803548
PSMA4	387.998	521.7725	0.427371693150301	0.0032211511678299
PSMA5	61.80995	50.667	-0.286792688784767	0.02336286390515
PSMA6	174.9275	187.365	0.0990943707818331	0.107485422013772
PSMA7	615.611	651.691	0.082169060560347	0.311918921661794
PSMB1	412.3095	363.6865	-0.181032328546611	0.141453053236173
PSMB10	22.4604	20.6905	-0.118415111773317	0.394201906409912
PSMB2	54.08575	35.58495	-0.60398132766721	0.0297500666278834
PSMB3	211.2305	271.5385	0.362338601192328	0.0843290272718585
PSMB4	321.5545	251.1325	-0.356614534163527	0.0135629562121549
PSMB5	113.394	132.401	0.223569713402475	0.0348006922276467
PSMB6	192.811	173.834	-0.14947707577876	0.0204886702403716
PSMB7	171.242	201.076	0.231704304407662	0.0573574727890682
PSMB8	19.5447	15.48575	-0.335836183484531	0.117361570385889
PSMB9	7.093645	8.89717	0.326819385821371	0.0742087811651938
PSMC1	136.441	128.867	-0.0823943652930512	0.227143065877283
PSMC2	57.57595	69.08395	0.262884263324701	0.139519478246061
PSMC3	91.6386	132.7945	0.53516807198914	0.0163163277440752
PSMC3IP	18.4878	35.46165	0.939686107147448	0.0414122344760736
PSMC4	63.7468	72.9731	0.19501182025726	0.0724579423430142
PSMC5	101.1258	121.471	0.264460809992759	0.0362776668261317
PSMC6	139.5655	142.6005	0.031036682790876	0.45269687213456
PSMD1	67.0078	69.725	0.0573469879168613	0.100761064941343
PSMD10	39.1397	40.94525	0.0650633986178703	0.451307140803885
PSMD11	55.1759	95.099	0.785391913538509	0.0142598345403246
PSMD12	94.26825	98.5902	0.0646723017992304	0.353834124496794
PSMD13	111.4875	129.6155	0.217356288484374	0.104605821215589
PSMD14	162.1265	143.5535	-0.175531416859309	0.0410860735697249
PSMD2	371.123	350.3425	-0.0831314015875246	0.184734722485198
PSMD3	160.0015	220.835	0.464883411750168	0.0428297030041031
PSMD4	102.8085	85.4134	-0.267425220033745	0.164957286447974
PSMD5	19.7461	21.3327	0.111498835204363	0.0757279974396897
PSMD6	110.2175	119.994	0.122608960443882	0.0660267036441878
PSMD7	55.71825	72.7189	0.384180429968463	0.0226936390574559
PSMD8	144.208	152.818	0.0836632834323025	0.0782864706667815
PSMD9	29.24165	31.26065	0.0963230568597151	0.25924901829356
PSME1	102.4068	112.798	0.139429971686005	0.104642442336391
PSME2	121.0065	120.3755	-0.00754275500609858	0.924720683955131
PSME3	54.116	91.8799	0.763694080491566	0.00155399247940584
PSME4	47.29295	42.61655	-0.150211330581912	0.0103478082163194
PSMF1	15.6941	19.98315	0.34856171918551	0.00736838587802317
PSMG1	50.90045	69.3502	0.446221632247165	0.0206933342069952
PSMG2	50.9644	89.2772	0.808801942922595	0.000424851699104951
PSMG3	36.3334	36.4038	0.0027926772708636	0.970576614802722
PSMG4	20.1196	11.0481	-0.864803339971632	0.0932461958399332
PSPC1	24.93735	24.1566	-0.0458907513438773	0.622606186629436
PSPH	40.8519	54.18825	0.40757687738832	0.0122919179674295
PSRC1	48.8566	31.667	-0.625573269000886	0.0257510298727845
PSTK	3.43106	3.796085	0.1458579418451	0.490254745916398
PSTPIP2	0.7089415	0.5973245	-0.247151688044489	0.395457231423605
PTAFR	4.162315	1.386045	-1.58641205351656	0.00614497268213839
PTAR1	7.371885	7.98662	0.1155515071209	0.271536440628844
PTBP1	155.1185	192.3905	0.31066680468142	0.0404310921170027
PTBP2	2.750345	2.20734	-0.317303732649588	0.0478966756397743
PTBP3	27.02005	35.70955	0.402279609329227	0.0109454499807861
PTCD1	9.525745	7.41854	-0.36069664260262	0.439367276638228
PTCD2	9.69711	11.8164	0.285163814598976	0.0729821317601678
PTCD3	15.01115	32.3184	1.10632127011951	0.00147595362708666
PTCH1	0.6994855	0.8437145	0.270460744394296	0.0383658279591047
PTCHD3P1	15.56335	15.62835	0.00601283760746966	0.830728411571935
PTCSC3	3.031795	1.3792	-1.13634052697659	0.0434381853292359
PTDSS1	88.4116	100.36525	0.182952268450824	0.0210300176449034
PTDSS2	7.05522	11.17485	0.663492490646638	0.0385773922801791
PTEN	1.52597	0.685486	-1.15452749302088	0.00906785752047269
PTER	8.302375	12.4622	0.585962773453316	0.0510279585602035
PTGDR2	0.9949795	1.525685	0.616718420814315	0.0335999913898079
PTGER2	4.092805	8.2657	1.01404707086087	0.0544820507568539
PTGER4	1.34808	1.820455	0.433392965244532	0.0960271015800941
PTGER4P2-CDK2AP2P2	0.9911415	1.0046715	0.0195609137089655	0.943742437103238
PTGES	366.47	534.4535	0.544369330904024	0.0399936429261199
PTGES2	77.40865	79.28815	0.0346104754596648	0.774996680096688
PTGES3	226.5235	307.7085	0.441903570476731	0.0367981813633686
PTGES3L	1.441025	1.014299	-0.506612364993892	0.0606148048563727
PTGES3L-AARSD1	0.267597	0.2940735	0.136114841567662	0.937831282676035
PTGFRN	11.95445	14.6101	0.289418296713546	0.0111117346861614
PTGR1	98.91965	93.4836	-0.0815438426050333	0.22156529702675
PTGR2	2.761045	2.437715	-0.179684935065237	0.274547151351276
PTGS1	4.650265	3.454175	-0.428971755532385	0.00358670101938465
PTHLH	0.8599515	0.87461	0.0243845475785819	0.946291079460315
PTK2	26.69775	23.81925	-0.164590173785132	0.0940859805852509
PTK2B	12.44045	6.70711	-0.891275503757716	0.0115195079363955
PTK6	8.87193	5.735465	-0.629337525831152	0.0194722759868723
PTK7	9.907785	5.143455	-0.945824779350781	0.00396230023140089
PTMA	837.952	1043.365	0.316304433440517	0.0126403888686383
PTMS	326.0475	362.8295	0.154209601765196	0.234484733507723
PTOV1	27.12435	23.8992	-0.182626239298428	0.0730530510040676
PTOV1-AS1	6.666315	5.45713	-0.288747077928486	0.0961346893048015
PTP4A1	124.105	208.53	0.748693710149266	0.00117206844851762
PTP4A2	59.12845	47.24485	-0.323695383986799	0.00695943754333862
PTP4A3	2.051775	0.685213	-1.58224810412881	0.00276702214555696
PTPDC1	1.81929	4.029495	1.14722351204632	0.00324371797468301
PTPLA	8.83558	8.298175	-0.0905307592101044	0.182319318340445
PTPLAD1	35.3302	64.8069	0.875245509062639	0.0125452658129214
PTPLB	31.0561	43.0746	0.471960730716085	0.0486288966522795
PTPMT1	17.11875	21.62975	0.33743962957291	0.0970065156502029
PTPN1	43.80655	44.2201	0.0135556885024409	0.342624659627125
PTPN11	53.09415	81.75225	0.62270552597278	0.00295095117560505
PTPN12	56.99975	60.34825	0.0823563441496957	0.188873193211487
PTPN13	5.820555	5.378125	-0.114053436010377	0.178675662661907
PTPN14	3.96078	3.07886	-0.363388301981567	0.0558419263785638
PTPN18	8.247005	8.282745	0.00623869097975656	0.913002550525544
PTPN2	39.3	51.4101	0.387522505855355	0.00409003799317647
PTPN21	1.687175	1.76268	0.0631609660306196	0.486771031254091
PTPN23	19.5755	15.74975	-0.313720228984213	0.0305710304944285
PTPN3	7.428395	12.0281	0.695286330664254	0.00260375340785244
PTPN4	2.395345	2.048795	-0.225457824151497	0.225429893783427
PTPN6	16.32955	15.34755	-0.0894766645874161	0.412267972906598
PTPN9	8.12396	12.20525	0.587246804771899	0.00955120250445957
PTPRA	38.00045	39.0577	0.0395904924009851	0.577264278578671
PTPRE	3.212265	0.972409	-1.72395576356798	0.00254368548522243
PTPRF	40.9934	33.35625	-0.29743454610884	0.0339316209032138
PTPRG	4.28722	3.735955	-0.19856537366236	0.298920417798646
PTPRG-AS1	1.121335	1.698025	0.598640350642476	0.0329278045375572
PTPRJ	0.67206	0.6751815	0.00668533537398811	0.966253487052644
PTPRK	16.89035	21.30025	0.334671139572984	0.0327138427393586
PTPRM	8.458825	9.941235	0.232967813862783	0.0038239477607933
PTPRN	3.38089	0.514402	-2.71643492073905	0.0652619691727672
PTPRO	1.997435	1.483895	-0.428759545249729	0.0804710363839046
PTPRR	0.135482	0.1404815	0.0522789652118519	0.914751293387445
PTPRS	7.52032	12.47435	0.730098686133301	0.0040139501436186
PTPRU	20.4972	18.4274	-0.153574315875304	0.0809105481490417
PTRF	168.243	237.5445	0.497651323000859	0.00516164814310912
PTRH1	14.42365	15.38695	0.0932709948102113	0.48428225872609
PTRH2	41.06035	39.2324	-0.0657003316501868	0.340892427083756
PTRHD1	22.2378	42.97595	0.950515463024423	0.0908612874953552
PTS	14.7879	30.0968	1.02519290985935	0.00811845901661988
PTTG1	175.7325	206.506	0.232802671235183	0.203493491416661
PTTG1IP	106.0795	124.2395	0.227978048231106	0.00308642124324498
PTX3	1.370895	1.623435	0.24393154632968	0.394045977397329
PUF60	82.8635	71.64695	-0.20983146787582	0.186015054223085
PUM1	25.646	21.26345	-0.270358133118895	0.142176344160744
PUM2	13.5389	25.07795	0.889308891184065	2.39394885199223e-05
PURA	6.90926	8.25222	0.256251080818123	0.0275282724556368
PURB	8.4226	8.87879	0.0760974274300227	0.454026914154747
PUS1	26.11995	40.97895	0.649730883561393	0.0724998240014244
PUS10	1.21823	0.9557805	-0.350035298741343	0.0693631161433979
PUS3	9.05105	9.641535	0.0911776849170452	0.563787669950137
PUS7	12.7031	25.75595	1.01972514645635	0.00319078205440732
PUS7L	12.8801	17.3857	0.432757360971446	0.00642533888844709
PUSL1	18.89315	9.941015	-0.926398191301896	0.0201905322323919
PVR	17.0417	27.81595	0.70684311966527	0.000732355546742359
PVRL1	8.268105	13.6658	0.72494130277189	0.0592912231757444
PVRL2	14.39985	12.9625	-0.151709794477473	0.00691230766934927
PVRL3	8.4224	5.29524	-0.66953532017345	0.0449425173112756
PVRL4	1.837175	1.002191	-0.874331569759545	0.0320816147854634
PVT1	3.0155	3.5662	0.241990379407449	0.145580977486474
PWP1	38.8168	51.97115	0.42102979353341	0.0349263407691045
PWP2	29.9028	33.0841	0.145857453903816	0.160723708585548
PWWP2A	6.78973	8.627795	0.345637692385658	0.0946951489151152
PWWP2B	4.181385	4.14737	-0.0117841249157568	0.776754257482077
PXDC1	3.185045	3.627795	0.187779178351611	0.0449538807886368
PXDN	17.54645	32.66705	0.896657004183457	0.00207783810659352
PXK	3.157955	4.471515	0.501773102344004	0.148403416921257
PXMP2	14.38355	12.74845	-0.174097940923075	0.144361380736804
PXMP4	1.796415	2.888585	0.685242274563951	0.0335064795371722
PXN	59.1789	93.56975	0.660959318450828	0.0254463684087465
PXN-AS1	2.207885	3.067715	0.474499428541989	0.3634755841653
PYCARD	5.68428	4.715275	-0.269635708643332	0.0570827193485162
PYCR1	14.016	31.86115	1.18472366055145	0.00480719309808335
PYCR2	114.4015	74.50855	-0.618628076219363	0.035323625974628
PYCRL	15.62695	11.48735	-0.443990203728177	0.125623111976658
PYGB	136.225	140.023	0.0396723309741997	0.473987554019486
PYGL	77.42045	75.2409	-0.0411975873252887	0.464939958384738
PYGM	1.032041	0.712994	-0.533538444755903	0.222338412520819
PYGO1	0.0255875	0.186871	2.86853159618995	0.0773554370001811
PYGO2	21.2256	19.6514	-0.111173239845215	0.032685390369759
PYROXD1	2.50511	3.42885	0.452850838966253	0.125908516818331
PYROXD2	2.33289	0.6881255	-1.7613746711657	0.0670029128782482
PYURF	84.8097	97.2215	0.197046112577995	0.0643437155750168
PYY2	0.7990835	0.987193	0.304985899611503	0.496031276587425
QARS	79.27615	76.9886	-0.0422420643989595	0.489333786949044
QDPR	18.3768	17.6129	-0.0612530968401675	0.032269867142214
QKI	7.91528	11.66625	0.559628604430865	0.0129185075694862
QPCTL	11.70065	10.00189	-0.226316033708156	0.0854790099733023
QPRT	0.9515925	0.7989505	-0.252237779265167	0.397350078701003
QRFPR	2.65768	5.48613	1.04562140259997	0.0554981791888468
QRICH1	34.2306	37.5323	0.132846121697224	0.258451916349467
QRSL1	3.965055	9.181615	1.21140706082325	0.00100500166657143
QSER1	10.07072	12.57965	0.32092495144825	0.11943132351716
QSOX1	80.9855	73.16325	-0.146544461887631	0.0498722765622888
QSOX2	19.0869	27.5922	0.531677684849512	0.00842449927086383
QTRT1	8.76615	17.06275	0.960834913729058	0.0327210480831463
QTRTD1	9.422905	13.2594	0.492771689744747	0.00564511894108334
R3HCC1	14.87885	17.0175	0.193756086202937	0.269774309879859
R3HCC1L	7.610665	6.49218	-0.229319518037344	0.0190758454061873
R3HDM1	16.40285	20.1414	0.29621746119617	0.00270559853642814
R3HDM2	5.9575	9.56627	0.683249464348766	0.0526950943189914
R3HDM4	22.6869	30.39015	0.421744307060665	0.0433581628346338
RAB10	41.6291	73.9925	0.829786675758156	0.00160514203828911
RAB11A	19.98025	29.0998	0.542434602912504	0.00204527920802926
RAB11B	34.0246	44.08855	0.373825828645789	0.0199163188775143
RAB11B-AS1	1.81477	1.77583	-0.0312932365079926	0.623460178900343
RAB11FIP1	8.128575	9.177845	0.175152982771758	0.0122561174921368
RAB11FIP2	3.635485	4.11984	0.180440466388831	0.271480533450078
RAB11FIP3	19.8583	26.0503	0.391557862891033	0.0108062675923873
RAB11FIP4	2.11152	3.5764	0.760226190586188	0.0460005350442785
RAB11FIP5	11.1943	13.0253	0.218552284523246	0.0863399447306214
RAB12	28.9593	35.19135	0.281194129155774	0.158827873484059
RAB13	75.43295	39.42695	-0.936012736943711	0.0422789876468242
RAB14	38.66595	50.6577	0.389717916518559	0.0449735915691836
RAB15	0.5175725	0.535366	0.048764554123872	0.80392808658821
RAB17	15.89085	9.519905	-0.739177214433587	0.0449487735643731
RAB18	14.3254	21.8982	0.612236864180501	0.0100042141984602
RAB1A	80.37765	75.6106	-0.0882058950581384	0.0100956581057331
RAB1B	143.8855	104.5985	-0.460059049731794	0.0969915475091063
RAB20	10.12272	6.71425	-0.592298837060997	0.0497108361942873
RAB21	21.8642	24.77105	0.180084461209166	0.15655413205262
RAB22A	7.550485	8.296315	0.135901354497362	0.307931079819389
RAB23	9.39182	15.02645	0.678027549003065	0.044543238005092
RAB24	6.95143	5.842745	-0.250663463727964	0.164193912184121
RAB25	39.4238	28.6581	-0.460123878558137	0.0646071347884483
RAB26	1.87465	0.9321955	-1.0079168137312	0.00425968881456075
RAB27A	0.6329175	0.6030455	-0.0697506003328982	0.199950253270029
RAB27B	5.42152	7.136505	0.396520319897595	0.0621832052288867
RAB28	9.573685	9.867815	0.0436563302181307	0.714916441472349
RAB2A	25.9617	27.9135	0.104578175813662	0.0884552290943183
RAB2B	14.1634	11.8993	-0.251290927042079	0.029250627415207
RAB30	3.3134	2.81939	-0.232929322308452	0.169220502906691
RAB31	8.1538	21.4437	1.39500938156006	0.00788222549127864
RAB32	40.66065	39.8249	-0.0299625390894578	0.601990830551522
RAB33B	3.56544	4.296565	0.269103594547991	0.0370528002161403
RAB34	53.34785	56.95185	0.0943125771917477	0.4724398166238
RAB35	40.3704	44.7668	0.149131314385711	0.0370175450674133
RAB38	27.38925	22.3411	-0.293909540275756	0.0405527231999917
RAB3A	1.41162	2.40933	0.771280233849061	0.10808920716374
RAB3C	1.843315	2.586775	0.488851941593935	0.232007139090939
RAB3D	11.79285	15.3342	0.378840482527205	0.0112239822545206
RAB3GAP1	13.16405	18.48405	0.489677485899704	0.0536956001489684
RAB3GAP2	19.08605	13.5889	-0.490089880219101	0.0706488136869707
RAB3IL1	0.03980175	0.2056305	2.36915049756489	0.107620611034392
RAB3IP	3.951215	7.107945	0.847136167351547	0.00182296606013068
RAB40B	5.791815	5.487055	-0.0779834842622265	0.249020331017094
RAB40C	10.123415	8.72526	-0.214426018925824	0.112156776090191
RAB42	5.195505	7.166295	0.463963448158892	0.0403964821993575
RAB43	6.61388	2.66277	-1.31256905060619	0.0361910916487894
RAB4A	8.627325	6.42055	-0.426216417349669	0.135392172417604
RAB4B	13.1636	6.51057	-1.01569833142585	0.00435079601928553
RAB5A	40.1605	39.26335	-0.032593960347899	0.50370383196449
RAB5B	23.5464	20.5979	-0.193009244552549	0.100242631263195
RAB5C	89.3315	125.1955	0.486941815173045	0.00341583620679869
RAB6A	43.20155	45.9041	0.0875399412444793	0.27019187164069
RAB7A	109.954	133.6815	0.281899737917647	0.025814158401373
RAB7L1	2.80515	5.73778	1.03241473460228	0.00359459047459852
RAB8A	46.0026	50.98955	0.148486203253673	0.169654947858309
RAB8B	2.152215	1.87173	-0.201449867221048	0.201825187283245
RAB9A	39.2189	27.8014	-0.496391536991138	0.0187269450264346
RABAC1	58.5022	46.4646	-0.332358890705	0.0756850478725627
RABEP1	11.7837	15.2596	0.372924538762986	0.00277729461918156
RABEP2	20.8414	12.9496	-0.686544657239505	0.0638536040877039
RABEPK	39.41805	53.30535	0.435423928147146	0.0951659001272743
RABGAP1	33.18215	38.6924	0.221642851469167	0.146715342858031
RABGAP1L	3.252665	3.448675	0.0844199336286847	0.0858544652055387
RABGEF1	28.28465	31.3604	0.148924642167342	0.0985609794152073
RABGGTA	10.31455	11.10445	0.106457057267966	0.18385174018862
RABGGTB	91.15065	82.13745	-0.150212785442284	0.20553976994493
RABIF	13.15875	11.4675	-0.198471541041362	0.194385962924021
RABL2B	4.40899	4.15808	-0.0845306893810339	0.576757357816468
RABL3	3.53621	4.724335	0.417907316471877	0.0986892959382334
RABL5	4.86507	6.74787	0.471971616825752	0.090947097125842
RABL6	72.7759	82.05855	0.173192885707091	0.0941766189810301
RAC1	126.217	127.5755	0.0154450579274384	0.792832317612487
RAC2	31.4541	18.2944	-0.781845982240102	0.0407310553581398
RAC3	12.20465	8.146145	-0.583241523279698	0.0350759629513036
RACGAP1	31.5498	44.7158	0.503153827476366	0.0223395151966322
RAD1	4.269355	10.2114	1.2580906418396	0.000952684999804483
RAD17	20.73665	22.11955	0.093139189696171	0.132005539947675
RAD18	8.235515	17.80805	1.11259877305011	0.0131180746855933
RAD21	110.017	119.522	0.119549726037388	0.097701841330918
RAD21-AS1	1.181565	1.070625	-0.1422457504153	0.201693945444576
RAD23A	51.3984	86.0397	0.743279044509645	0.0028198821588555
RAD23B	83.5533	121.6225	0.541641435284542	0.00597830665230045
RAD50	13.53845	31.9299	1.23784545855645	0.000266743608756627
RAD51	6.659315	18.19475	1.45007653888106	0.00763139697412912
RAD51AP1	9.18375	21.88695	1.25291565082084	0.0282111606248485
RAD51B	2.86461	3.196085	0.157967039496981	0.158011038266888
RAD51C	30.7195	43.4343	0.499680052310711	0.0284863127058132
RAD51D	1.38321	4.709275	1.76748476767093	0.0562545615690767
RAD52	8.777595	10.89765	0.312119451105072	0.027785272881364
RAD54B	14.0825	16.763	0.251376893319614	0.110451795717654
RAD54L	14.18015	15.30015	0.109673003189872	0.308288217681399
RAD54L2	4.763425	4.446465	-0.0993404442509932	0.396539743221932
RAD9A	16.92535	13.91445	-0.282601783634939	0.113214560430158
RAE1	71.56025	80.4186	0.168370793072042	0.0116094561450544
RAET1E	2.098795	2.101715	0.00200578986740706	0.995699678208354
RAET1G	6.55123	6.147995	-0.0916498077974456	0.64214288848287
RAF1	40.78495	53.2965	0.386003910377866	0.0869571993950757
RAI1	6.766595	5.381245	-0.330490049695017	0.0264682753761109
RAI14	1.806755	7.4834	2.05029300478614	0.0171645864000467
RALA	25.3747	32.9723	0.377863760760278	0.0175977963965385
RALB	55.55745	55.87445	0.00820834180651506	0.822168532343656
RALBP1	41.00745	57.2464	0.481298936507265	0.0574644908913009
RALGAPA1	6.923445	6.198115	-0.159660556459152	0.358321828395714
RALGAPA2	9.03195	10.58065	0.228318854487059	0.0767757935101578
RALGAPB	15.5464	15.36055	-0.0173506674131086	0.612285052046739
RALGDS	10.84555	8.178125	-0.407261197605258	0.0157418466769883
