SUM159R_DMSO_24H_0	SUM159R_DMSO_24H_1	SUM159R_DMSO_3H_0	SUM159R_DMSO_3H_1	SUM159R_JQ1_24H_0	SUM159R_JQ1_24H_1	SUM159R_JQ1_3H_0	SUM159R_JQ1_3H_1	SUM159_DMSO_12H_0	SUM159_DMSO_12H_1	SUM159_DMSO_24H_0	SUM159_DMSO_24H_1	SUM159_DMSO_3H_0	SUM159_DMSO_3H_1	SUM159_JQ1_12H_0	SUM159_JQ1_12H_1	SUM159_JQ1_24H_0	SUM159_JQ1_24H_1	SUM159_JQ1_3H_0	SUM159_JQ1_3H_1
MEF2A	28.8753	30.1161	28.9987	30.5069	28.818	27.3201	24.5435	24.239	13.7024	14.684	18.1518	16.3336	22.0178	19.0047	13.4891	12.9043	14.573	16.7754	14.2971	15.8937
MEF2B	0.62296	1.99183	2.01504	1.26517	0.569209	1.4885	2.02066	0.764697	0.975882	0.279119	0.0943748	0.922887	0.12624	1.0189	0.01	1.09621	1.46503	0.0791129	1.73247	0.565603
MEF2BNB	10.31	10.654	14.3013	14.4282	9.43353	11.6483	15.6127	15.7543	10.0958	9.2776	4.34891	5.17341	7.86566	11.1966	11.786	11.6598	12.6659	9.45941	13.4375	10.3462
MEF2BNB-MEF2B	0.484545	0.456032	1.18937	1.09418	0.712826	0.925028	0.714212	1.64994	0.252288	0.316957	1.29115	0.390473	0.44199	0.566115	0.900739	0.881473	0.664828	0.44817	0.364328	0.622005
MEF2C	0.151002	0.12091	0.0238628	0.0461707	0.11907	0.121566	0.0466688	0.07161	2.18245	2.38013	1.34176	1.535	1.65233	1.4915	2.45625	2.19106	1.83021	1.88651	1.36522	1.7139
MEF2D	4.16476	4.48063	2.43248	1.9712	4.04179	4.97202	2.23538	1.76601	5.22589	4.3851	5.72959	6.10004	3.31533	4.70944	4.58218	4.9837	7.53268	6.48344	5.17215	3.76372
MEFV	1.84317	1.55515	0.396305	0.454115	0.951988	0.899646	0.381666	0.459717	1.73018	1.99902	4.0496	4.41989	1.10412	1.69868	0.686605	0.78476	1.83184	1.59329	0.678882	0.369714
MEG3	0.0270345	0.174783	0.211789	0.286557	0.114363	0.140303	0.265497	0.218252	5.76735	6.17094	8.38321	7.39573	6.8702	7.00529	10.6587	9.00126	10.1954	10.8214	11.767	11.8237
MEG8	0	0	0	0	0.12416	0	0	0	0.498727	0.449136	0	0.738266	1.11281	0.496663	0.726351	0.342282	0.685969	0.320093	0.286365	0.925249
MEG9	0	0.0112448	0.0107379	0	0	0.0166763	0.0261467	0	0.210677	0.184308	0.184876	0.245037	0.422116	0.449583	0.438332	0.278853	0.393265	0.328384	0.737336	0.717893
MEGF10	0.01	0	0	0.01	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0
MEGF11	0.0149692	0.01	0	0.0107465	0.01	0.01	0.01	0	0.0128399	0.01	0	0.0142552	0.0327425	0.0127868	0.01	0.01	0.01	0.0412046	0.0344054	0.01
MEGF6	9.24442	13.524	3.15627	2.66739	27.3065	42.9312	2.93598	2.52958	0.0270227	0.0365035	0.10671	0.161257	0.0387615	0.0773687	0.0922409	0.0486833	0.578429	0.331699	0.0504277	0.0644568
MEGF8	3.47731	4.64745	1.28131	1.07802	4.11564	6.86261	1.06902	0.933358	2.46326	1.82124	2.56476	3.07137	1.25496	2.18445	2.03564	2.74239	6.8758	4.16776	2.27838	1.37314
MEGF9	4.92408	4.50612	3.08787	3.0242	6.62504	5.61735	3.92915	3.63607	2.4699	2.43172	3.01011	2.73764	1.63426	1.65735	2.95124	2.56782	3.57631	4.10542	2.82238	3.50056
MEI1	0.0224813	0.01	0	0.01	0.01	0.01	0.0167526	0	0.0321391	0.0138928	0.0507657	0.0356817	0.0368804	0.0192037	0.0210635	0.0661725	0.0132617	0.111389	0.0369081	0.0204429
MEIG1	0.20302	0.58557	0.434913	0.437251	0.433534	0.868411	0.983366	0.570904	0.290237	0.439113	0.916893	0.580011	0.333054	0.346843	1.45833	1.67322	0.598806	1.22945	0.733268	0.276919
MEIOB	0.0848508	0.0543841	0.242358	0.20305	0.0966342	0.0672125	0.231841	0.227244	0	0	0	0.017955	0	0.0322135	0.0706666	0.0999013	0.066735	0.124566	0.0371473	0.128596
MEIS1	8.74262	8.41002	2.20543	1.8551	6.95265	6.37257	2.58882	2.50288	2.49557	2.53723	3.37137	3.14433	1.93114	1.94569	2.40313	2.44235	2.8115	2.90837	1.83831	2.04949
MEIS1-AS3	0.0219445	0.0351636	0	0.01	0.01	0.01	0	0.01	0	0.01	0.0495536	0	0	0	0.01	0.01	0	0.0241621	0	0
MEIS2	3.83144	4.17346	3.08974	3.37752	3.35778	3.65196	3.23748	3.2442	7.88068	7.8041	4.82182	4.72918	7.42981	7.07181	4.99742	5.28783	3.29391	3.37324	3.8772	3.35976
MEIS3	0.0964147	0.185395	0.206745	0.19035	0.0617653	0.126016	0.431088	0.227515	0.964797	0.756617	3.00485	3.55095	0.900033	1.16352	1.03163	1.34767	5.2237	3.48597	1.4537	0.907887
MEIS3P1	0.725173	0.929605	0.542483	0.6363	0.908482	1.05694	0.540386	0.388424	0.230379	0.119503	0.557976	0.235311	0.264365	0.156009	0.171118	0.218194	0.171111	0.301638	0.0529127	0.175846
MELK	67.389	68.9487	69.6386	74.9587	53.3244	49.3282	65.8247	66.7303	45.1614	48.6362	29.3974	28.2145	41.5881	35.635	39.0531	35.5986	15.7969	18.6293	30.0765	36.8685
MEMO1	41.3016	42.129	47.1233	54.1052	43.8413	40.7464	48.4757	50.312	36.4058	39.4249	28.0688	26.6283	45.7223	38.348	44.8194	41.9784	32.274	35.0588	40.5931	51.7127
MEN1	26.8869	28.628	12.9783	10.9789	23.8738	31.6041	11.875	11.4396	23.0197	18.3973	16.8405	16.1398	13.8801	18.867	18.9298	22.582	23.01	18.1634	17.3587	12.5538
MEOX1	0.0661741	0.0989811	0	0	0.0188439	0	0	0	0.186647	0.0806827	0.0996199	0.0980501	0.118988	0.0622467	0.0413339	0.064933	0.0520413	0.0728612	0.0144779	0.040111
MEOX2	0	0	0	0	0	0	0	0	0	0.0121874	0	0	0	0	0	0	0	0	0	0
MEP1A	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
MEP1B	0	0	0	0.0145615	0.0173253	0.0192802	0.0151147	0.0488894	0.0115987	0	0.0916046	0	0	0.0115507	0.0126694	0.0477621	0.0239301	0	0	0
MEPCE	26.3413	22.7939	16.8111	16.1923	26.5045	27.8078	20.3076	20.2579	26.4294	23.856	19.3725	17.3796	22.1324	26.7316	32.554	35.2374	25.8707	24.0026	43.0112	35.2406
MEPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147922	0	0	0	0	0
MERTK	0.137378	0.18411	0.0229318	0.0448294	0.170682	0.160262	0.0558389	0.0401365	0.0428496	0.0771778	0	0.0317152	0	0.0142241	0.0858092	0.0514644	0.0589372	0.0962563	0.0164026	0.022713
MESDC1	2.16161	4.44513	5.46672	5.20514	1.8592	4.30206	4.8995	3.9559	5.95728	2.54176	1.67227	3.24978	3.51328	8.23216	2.25032	5.26681	2.72736	0.958631	8.68464	4.1906
MESDC2	17.7445	17.8298	21.281	22.4393	15.0483	14.8051	19.2942	19.6465	22.6295	23.0101	14.1768	13.5024	23.7113	23.5602	23.1387	22.8603	12.1714	12.8503	24.8547	25.8631
MESP1	0.0446101	0.142965	0.191129	0.16013	0.0381046	0.190818	0.099728	0.0358418	0.535705	0.0827035	0.134314	0.566432	0.0487884	0.330255	0.0278645	0.157569	0.368415	0	0.17577	0
MESP2	0	0.0389371	0.0185909	0	0.0259448	0.0144361	0	0.0732123	0.0347384	0.0187705	0.182905	0	0.0332193	0.051892	0.0189725	0.0536431	0	0.0334437	0	0
MEST	10.4286	9.5572	12.39	13.4023	10.2766	9.09753	10.2486	11.565	26.0387	29.7204	25.8118	22.3012	29.6896	23.2927	16.892	14.9377	12.3439	14.8058	20.3288	26.2452
MESTIT1	0.267281	0.153282	0.154982	0.181785	0.300399	0.180519	0.199173	0.237351	0.136753	0.226026	0.338839	0.205413	0.261546	0.136187	0.210884	0.207034	0.232354	0.247824	0.258663	0.179088
MET	29.9145	27.5119	25.5034	26.1866	25.1424	22.4946	24.0289	22.3152	26.6015	29.6586	14.0137	14.4146	35.6557	28.8482	33.5447	29.4053	16.3801	18.7108	24.9226	30.4534
METAP1	31.2782	27.8727	35.9437	35.9183	31.4399	27.0242	39.5788	39.4752	39.9341	44.1131	40.1166	38.7423	52.2589	41.5994	49.238	40.5324	30.8694	34.8607	40.4458	50.8265
METAP1D	2.57063	1.95659	0.904693	1.3149	1.42724	1.71045	0.909902	1.08431	4.31807	4.56716	4.25686	3.48843	3.40882	4.00742	1.36482	1.21064	1.32685	1.80438	3.39731	3.38945
METAP2	53.8485	48.6837	75.3735	91.895	49.7236	43.2086	80.6495	84.2811	68.628	73.3244	73.6757	67.1238	95.0659	73.5212	82.2513	72.259	42.9035	49.2087	81.4392	104.821
METRN	4.23514	16.4723	42.7413	47.127	4.89188	24.2457	43.9323	35.7671	18.1086	3.98529	3.55009	19.5852	4.10548	18.3077	5.41098	20.4554	40.1431	7.84251	23.1343	7.00209
METRNL	8.97923	22.244	20.105	19.6652	7.63741	24.129	25.1554	22.6475	20.517	7.02395	10.5517	21.5999	9.07441	29.537	11.8562	27.4112	21.5002	8.13455	65.0613	25.2188
METTL1	20.729	16.5428	53.3041	49.8518	21.145	20.5284	48.0625	55.6036	20.6621	24.1312	13.6629	11.4875	28.0537	27.3296	27.6448	26.4438	12.3132	14.8035	23.9894	22.8186
METTL10	5.21839	5.49	4.76893	5.34822	2.75128	2.59134	4.57252	5.26255	6.13279	6.53861	6.42015	6.55745	7.43899	6.06642	3.91143	3.83472	2.71741	2.41717	5.03395	6.31609
METTL11B	0	0	0	0	0	0	0	0	0	0.107942	0	0	0	0	0	0.0342758	0	0.0641075	0	0
METTL12	4.24464	3.69725	6.37281	6.06849	3.90453	3.60367	6.86674	7.46192	2.75917	4.28211	4.15075	2.64873	2.89642	2.97502	4.7814	4.63447	3.38134	3.95456	6.2419	8.01647
METTL13	20.9781	17.0713	17.309	16.405	17.3602	14.6949	16.414	16.6503	23.8262	24.6284	13.2723	11.282	26.295	25.6669	20.8573	19.1963	11.0617	11.7334	19.4548	18.3927
METTL14	13.5195	13.0844	15.7935	18.0572	13.7539	12.1571	14.2247	16.2571	10.1453	11.2691	11.7652	12.0192	11.1753	9.39988	15.3882	14.0534	11.446	12.8086	8.24395	11.436
METTL15	3.83299	3.97353	3.08035	3.60106	3.95979	3.42442	3.23057	2.86341	5.29401	5.7611	7.86152	7.33419	4.90373	3.75126	6.33305	5.70644	5.6516	6.52834	3.48159	4.46445
METTL16	6.04587	5.81022	6.88706	6.77322	6.63779	5.48699	6.43938	6.59014	9.08135	9.79023	7.84939	7.71579	10.4025	9.41658	7.26895	6.99132	6.19698	7.61506	7.08072	7.52169
METTL17	36.8412	32.073	36.0433	32.7941	33.6507	33.0719	33.4616	35.4219	33.7551	36.0319	31.27	29.2492	34.9801	36.3803	31.2195	30.502	25.4569	30.239	36.2526	35.3202
METTL18	3.1607	3.1681	4.79518	6.78314	2.26895	2.34918	3.05687	3.59304	5.53758	6.46226	7.99779	7.7917	7.53863	5.51467	4.11651	2.92956	3.09425	2.6656	1.56774	3.21045
METTL20	0.88523	0.783013	0.462935	0.718308	1.11251	0.994887	0.64795	0.605571	0.738713	1.19307	1.5727	1.60381	0.718416	0.682982	0.794053	0.797905	0.941741	1.54739	0.416563	0.4488
METTL21A	5.44557	6.06602	6.05512	5.91115	5.09302	5.79544	5.25365	5.26135	6.78725	6.40087	5.50679	7.71367	6.44867	7.04988	5.23976	5.58138	7.69267	5.48811	6.16595	5.83338
METTL21B	2.09215	1.79883	1.46778	1.52733	2.03597	1.7245	1.70883	1.51241	4.25409	4.21981	5.04489	5.95827	3.40674	3.50238	1.87489	1.88603	2.30142	2.62829	2.18045	2.42947
METTL21C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL21D	4.4424	4.7227	9.94018	10.9046	7.08786	5.69367	10.8148	11.1924	4.7471	5.98736	3.52288	3.54863	6.84848	6.0857	4.66509	4.18092	2.42535	2.97767	4.59997	8.2262
METTL21EP	0.0405473	0.0389834	0.0124087	0.0145546	0.0173171	0.0289066	0.0151075	0.0162887	0	0.0125286	0.0305204	0.0128711	0.0221725	0.0230905	0	0.0238697	0.0478374	0.066967	0.0133135	0.0737418
METTL22	5.06833	4.53195	4.90213	4.20012	4.11542	4.77308	4.07991	4.57486	6.31535	7.17287	10.6914	8.08405	6.7064	6.5921	6.62472	5.54374	8.85865	8.37075	6.98537	6.5718
METTL23	40.157	39.2336	47.0429	51.4066	39.9254	41.9326	44.2744	48.1941	36.0454	33.8061	42.4094	45.2274	23.3527	23.0963	50.5015	46.0386	43.9585	46.9417	21.9875	22.7185
METTL24	0	0	0	0	0	0	0	0	0	0	0	0.0302476	0	0	0	0	0	0	0	0
METTL25	2.12553	2.13051	2.75415	3.29538	2.6654	2.41805	3.16782	3.03398	1.52579	1.36942	1.66799	1.72268	2.05259	1.94442	2.68356	2.11652	1.76072	2.11625	1.45521	1.91225
METTL2A	8.21507	6.64989	9.3557	9.96642	6.41785	5.92241	9.58841	9.49265	8.61419	10.0963	7.89274	7.93459	10.8016	9.16727	9.54772	8.95498	6.38154	5.67105	8.8377	9.28322
METTL2B	8.16709	8.07367	10.1165	10.4546	7.43745	7.28057	9.32216	9.35665	9.01927	10.1475	7.77377	6.74878	10.8697	9.21573	8.74518	7.68243	5.81188	5.94735	8.30027	8.7233
METTL3	38.7828	33.3008	31.9985	34.5886	37.2341	34.8349	30.8281	28.8655	40.1121	45.6408	35.8243	33.9657	39.2122	35.1231	36.2988	31.8255	29.256	31.3613	33.0334	35.0889
METTL4	4.21211	3.81283	2.9399	3.58095	2.81937	2.42921	2.45964	2.45404	4.04962	4.78733	5.33979	4.50382	3.79845	3.41566	2.66175	2.18236	1.54023	1.79001	2.03006	2.78866
METTL5	69.4029	69.2667	90.303	103.328	59.5847	55.3827	86.1239	88.6007	80.7727	80.0316	98.1697	94.6662	93.2289	72.2819	66.5534	62.4504	55.0225	59.9406	77.7701	102.978
METTL6	8.43564	7.8656	9.35745	11.1495	6.90324	6.23069	8.93651	9.93445	9.76477	9.93116	8.80253	7.27075	11.0383	9.5759	10.701	8.78088	6.83261	7.52478	6.90921	7.94172
METTL7A	24.5878	20.9441	3.3908	3.61126	21.9531	18.4948	4.0883	3.86908	11.9815	14.0175	43.0731	40.8178	8.77288	7.47082	14.8805	13.4954	46.227	49.9799	8.31553	8.87995
METTL7B	2.49653	2.0002	7.03697	7.52287	1.90799	1.76419	4.74884	4.69785	18.465	20.4825	17.6543	17.6641	18.2862	20.7456	17.2969	18.1389	17.6336	18.1204	19.6949	16.9666
METTL8	3.21201	3.00868	5.38326	5.49014	3.53998	3.24527	6.00391	5.63332	4.52099	4.71589	3.31828	3.06223	5.56399	4.35804	3.88131	3.61995	2.13001	2.69398	3.52493	4.41058
METTL9	23.6986	24.6763	31.7847	36.072	25.3366	24.1003	30.4549	32.9614	28.185	28.7352	26.338	27.3415	31.5914	27.6714	28.1886	26.6454	25.2297	27.3688	29.0023	34.6417
MEX3A	0.801319	0.911539	0.154648	0.124384	0.659796	0.682777	0.172145	0.174004	2.39845	2.30644	2.77128	2.55741	1.69748	2.0802	0.766565	0.684217	1.07315	1.16049	0.715846	0.630196
MEX3B	0.925153	1.66364	1.17969	1.32835	1.47072	2.1069	1.83842	1.6518	1.15359	0.714649	0.889809	0.881027	0.449691	0.724416	1.32429	1.83812	1.40984	1.32989	2.89425	2.03307
MEX3C	13.7718	13.4875	10.4418	10.0427	13.7749	13.8283	10.8124	9.97493	10.6927	10.3817	9.76983	10.3348	11.7621	11.4333	7.94462	7.55785	7.45173	8.62726	12.5715	14.3389
MEX3D	4.76268	11.4527	9.26595	7.86129	4.43994	12.4485	9.72499	7.52818	7.15251	3.00794	1.57124	4.27056	3.57267	8.58258	2.93146	7.03825	7.09651	2.79499	10.5582	4.8216
MFAP1	36.5987	36.7932	47.8124	51.1793	37.8593	32.7237	48.6694	55.707	30.6566	31.695	34.8852	29.161	31.3777	28.1732	37.2917	36.2832	23.705	29.0331	33.3638	34.9945
MFAP2	0	0	0.0597189	0.0350107	0	0	0	0	0.0278872	0.211176	0.29386	0.273039	0.160091	0.278049	0.0892811	0.0861728	0.172699	0.0536957	0.0320252	0.043397
MFAP3	13.5333	12.6883	15.3853	17.5363	14.4004	11.0182	17.7033	17.9182	12.324	14.4924	12.3252	11.0661	19.3094	13.2476	14.8786	12.6867	8.46179	11.1237	15.4509	21.3781
MFAP3L	0.185658	0.146459	0.541946	0.528019	0.28057	0.240959	0.505506	0.464709	0.224582	0.198574	0.0967477	0.0634677	0.187428	0.117926	0.120427	0.109303	0.0673973	0.0502093	0.0890952	0.201291
MFAP4	0.155595	0.0166215	0.0476167	0.0372344	0.0443014	0.0739501	0.0579733	0.0416706	0.118633	0.0801279	0.117118	0.0823187	0.113446	0.0590711	0.145782	0.137396	0	0.142765	0.111812	0.0471624
MFAP5	0.0797925	0.102287	0.117211	0.0343703	0.136312	0.121354	0.0713519	0.0769306	0.0730054	0.0788954	0.0720728	0.111447	0.122173	0.0727033	0.139553	0.046973	0.0941388	0.0702846	0.125757	0.0290231
MFF	47.3723	47.9176	58.5395	64.5883	47.8981	45.9738	56.5908	59.2483	34.6359	35.1502	39.8055	40.0002	39.2644	34.8831	36.2671	37.4665	34.3764	35.2069	39.4181	42.2169
MFGE8	47.5607	52.4465	68.1765	63.8417	56.3772	72.3961	67.7273	59.9945	22.093	19.53	34.5554	34.7014	20.3441	26.6727	32.099	37.8188	70.8996	60.9173	38.9774	29.3335
MFHAS1	2.88523	2.89055	2.50649	2.25356	2.88365	3.29347	1.98609	2.09379	2.10469	2.02874	1.27375	1.4235	2.80384	2.83319	1.34239	1.44448	0.728711	0.801185	1.9836	2.16969
MFI2	0.0113723	0.0437345	0.0487237	0.0489855	0.01	0.0324296	0.01	0.0274109	0.194525	0.116122	0.2169	0.164275	0.0636498	0.146278	0.072163	0.0860816	0.0691291	0.0640209	0.0763642	0.215558
MFI2-AS1	0.343264	0.916734	0.420197	0.369649	0.439808	0.761339	0.468956	0.551587	0.916025	0.636383	2.49766	2.36088	0.375415	0.456118	0.285881	0.303113	0.742465	0.440943	0.450836	0.468211
MFN1	31.2164	30.2484	33.612	36.8101	32.1579	27.3217	36.3317	38.4978	21.6542	23.7285	21.8346	18.9656	26.3432	20.0937	35.2538	30.4277	22.2772	27.0758	21.9244	28.0572
MFN2	28.509	26.0441	28.151	27.1535	23.1188	22.6006	24.2269	23.6094	52.4352	51.4594	27.2021	24.7589	49.9116	53.2482	37.9272	37.9436	21.357	22.8969	48.6961	44.1714
MFNG	0.0466976	0.0448995	0.0428755	0	0.01994	0	0.0173958	0.037519	0.0888678	0.086585	0	0.0281894	0.434183	0.359071	0.0291684	0.0411586	0.0550936	0.0257034	0.107346	0.127408
MFSD1	20.5614	19.9156	44.8948	49.6226	24.1528	22.7153	49.508	53.7703	28.0175	30.7953	19.1485	18.6079	38.6012	30.8586	30.2678	26.501	17.1262	20.1593	31.4827	38.006
MFSD10	17.8049	31.3466	20.2194	19.4963	13.4913	32.9404	16.6793	15.0548	30.2682	15.7979	19.2217	27.0852	13.8739	31.9086	12.9606	24.5189	36.3016	15.4211	28.6721	15.9418
MFSD11	11.1556	19.1173	31.1404	32.0859	13.073	23.2913	33.0344	29.7807	18.9089	8.61742	8.17765	13.8585	10.4815	26.4745	13.403	22.2874	19.6352	13.7605	33.8248	16.3697
MFSD12	21.4322	34.8451	49.3072	45.3712	21.3541	43.7888	46.0786	43.2855	34.8269	17.9373	9.81491	16.1588	21.3	45.6977	28.9211	53.5061	30.8928	17.9589	71.3244	38.3137
MFSD2A	0.458351	0.335758	0.801556	0.720802	0.167784	0.290458	1.05721	0.911902	7.81333	6.75766	1.18289	1.52428	12.1743	14.2942	4.26728	5.37095	1.08154	1.08146	24.7108	18.776
MFSD2B	0.0983205	0	0.0401188	0.0470568	0.0559882	0.0155764	0	0	0.0374823	0.0202531	0	0	0	0	0.0409422	0.0192934	0	0.0360854	0.0860881	0
MFSD3	5.4023	12.0199	19.9445	19.7376	5.84891	18.1529	19.5644	17.8871	5.66688	2.31779	4.92108	8.345	0.978443	4.09541	3.22395	7.87978	14.4116	5.03893	4.08995	2.00254
MFSD4	0.154047	0.148105	0.11449	0.0710946	0.169177	0.115051	0.0819948	0.061884	0.138427	0.142795	0.231905	0.321341	0.156441	0.0877252	0.192442	0.168416	0.142798	0.0726915	0.130064	0.110062
MFSD5	12.3411	11.2767	18.5448	18.1945	9.61265	9.49707	15.5026	15.1103	19.3018	17.4223	10.0773	8.76806	17.6856	20.2497	15.8666	16.3647	12.087	11.3032	13.6462	12.9248
MFSD6	13.157	12.8523	15.9805	15.4642	16.5713	16.1813	15.809	15.6396	4.17154	4.43909	7.67619	7.1656	5.09834	4.65236	7.99149	7.61939	8.63949	9.76356	4.10006	4.46749
MFSD6L	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD7	0.12857	0.181297	0.236078	0.203064	0.351426	0.378857	0.325748	0.309897	0.367607	0.206578	0.232263	0.228551	0.140613	0.351442	0.289108	0.378439	0.66742	0.596126	0.337723	0.163678
MFSD8	3.09132	3.11722	4.48313	5.20896	3.52348	2.98991	5.11339	5.53691	2.26878	2.70734	2.11938	2.21884	3.94075	3.01065	3.26532	2.94997	2.20685	2.60155	2.80585	3.98378
MFSD9	3.31373	3.22971	3.32458	2.89399	3.47245	3.3041	3.28396	3.51327	3.66285	2.94502	2.41714	2.7436	3.10104	3.74497	3.85159	3.72051	4.23195	3.47933	3.00615	3.26179
MGA	3.27116	2.73935	3.44119	2.76441	4.83289	3.63665	3.63944	3.33879	2.764	3.41157	2.64606	2.5586	3.45467	2.62862	4.12282	3.28893	2.95131	3.68595	1.23941	1.62957
MGAM	0.217768	0.113408	0.120792	0.08794	0.26739	0.219936	0.116636	0.0820147	0.031132	0.0420546	0.0614687	0.0561658	0.0297706	0.0348786	0.0425072	0.044068	0.080288	0.0899153	0.116192	0.216588
MGARP	0.0376534	0	0.115231	0	0.0321623	0.0357913	0.0561172	0.0302524	0.172253	0.116344	0.680211	1.00401	0.12354	0.128655	0.235192	0.132997	0.444233	0.704792	0.14836	0.273915
MGAT1	26.7394	33.341	37.9432	34.8362	22.9545	34.1082	35.2371	34.0497	32.1351	24.5299	21.8227	27.0268	24.2735	37.0189	29.0579	40.4764	32.9222	24.2234	36.9563	27.5169
MGAT2	27.207	32.637	29.6842	30.3997	24.579	27.0688	32.2786	32.5288	36.1655	30.0762	25.7143	27.0782	30.7062	32.8026	27.9402	32.2738	23.4707	19.7457	36.6399	36.8933
MGAT3	0.026262	0.0172388	0	0	0.0459434	0.05539	0	0	0	0	0.0134908	0.0170728	0.01	0.01	0.01	0	0.063458	0.0493515	0	0.01
MGAT4A	0.0679361	0.0602916	0.0991547	0.0750338	0.0982026	0.0794787	0.109038	0.100768	0.0388484	0.0387532	0.0393357	0.0530837	0.0514379	0.0505916	0.0718121	0.0676808	0.0801506	0.0690472	0.0926577	0.0570244
MGAT4B	49.2275	60.9959	51.1374	45.9151	39.2541	57.516	44.2452	40.9509	47.7649	33.6945	31.973	37.9206	29.3497	47.1773	32.0744	43.232	54.8826	40.0705	44.1061	29.5181
MGAT4C	0	0	0	0	0	0	0	0	0	0	0	0.0156834	0.0270171	0.0140678	0.0154303	0	0	0	0	0.044927
MGAT5	10.7852	9.15496	6.93716	6.40595	13.6714	11.188	8.25347	7.08702	8.50936	9.67147	7.34843	6.8745	9.39389	8.14315	9.4293	7.92054	7.3463	8.46185	9.54937	11.0356
MGAT5B	0.0443306	0.063933	0.0407003	0.0795659	0.0378658	0.0526746	0.0315556	0.0534268	0.68816	0.429088	0.400438	0.448497	0.345835	0.433191	0.214607	0.254452	0.235366	0.151548	0.427026	0.312426
MGC12916	2.15818	2.12815	2.87413	1.92396	1.965	1.7922	3.02208	2.89632	4.31268	3.86919	1.24961	1.65624	2.43814	2.75517	3.68862	4.0628	1.51094	1.30564	5.54444	5.15427
MGC15885	0	0	0	0	0	0	0	0	0.0115768	0	0	0	0	0	0	0	0	0	0	0
MGC16025	0	0.0284891	0	0.0159548	0.0189831	0	0	0.0178558	0.0127085	0.0274677	0	0	0.0243056	0	0.0138816	0	0	0.0244698	0.0145943	0.020209
MGC16121	0.881157	0.894237	0.988757	0.738023	1.00354	0.977178	0.820778	0.943948	1.59562	1.67897	1.98977	2.23768	2.00769	1.63083	1.28425	1.72909	1.99254	0.8085	3.18256	2.8712
MGC16142	0.707689	0.629995	0.385021	0.564508	0.537321	0.467147	0.380869	0.663354	0.719437	0.558814	0.769435	0.673935	0.687977	0.447788	0.810405	0.300884	0.417464	0.432891	0.413096	0.715027
MGC16275	0.580816	0.612455	0.458703	0.497678	0.496115	0.409617	0.432814	0.436547	0.653551	0.613652	1.46669	1.33223	0.430309	0.650847	1.01816	0.937523	1.72416	1.77412	0.455239	0.374819
MGC21881	4.04535	3.64156	3.13626	2.86547	3.77791	3.41804	3.29587	3.98693	2.94044	3.22211	2.43598	1.92905	2.57589	2.31395	3.13325	2.98475	2.33331	2.23697	2.34956	2.76301
MGC27345	0.848249	0.979194	1.11253	0.984909	0.987011	0.997591	1.19325	1.05358	1.20523	1.18211	0.78182	0.755587	1.30162	1.41959	0.902883	0.871323	0.546333	0.667119	0.935026	1.05469
MGC27382	0	0	0	0	0	0	0	0	0.0990409	0.321094	0.84739	0.137447	0.0947099	0.123289	0.0270458	0.0254899	0.0510844	0.0476749	0.0568686	0.314988
MGC2752	10.5718	10.3213	7.0126	5.92695	7.68026	8.82527	5.97952	5.66989	10.556	9.58076	8.47026	8.0437	8.00104	10.3106	8.2032	9.49568	8.7276	6.70508	8.06966	7.25952
MGC2889	0	0	0	0.0154177	0	0	0.0160034	0	0	0	0.0323301	0	0.0234873	0	0.0268285	0	0.025337	0.023646	0.0141029	0.0390572
MGC32805	0.3503	0.224526	0.150084	0.100594	0.299215	0.316328	0.261037	0.112579	0.500787	0.584485	0.21094	0.177916	0.536355	0.339126	1.02839	0.639276	0.785236	0.809968	0.253043	0.254831
MGC34034	0	0.01	0	0.01	0.0220371	0.0183927	0.0192253	0.0103642	0.0221297	0.0637736	0.0582587	0.024569	0.084648	0.0367302	0.01	0.0607516	0	0.0142033	0.0508269	0.0469206
MGC34796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGC39372	0.0407792	0.0784127	0	0.0585515	0.0348323	0.0387625	0	0	0.0699572	0	0.245559	0.310673	0.0891973	0.0232226	0.127358	0.0240062	0	0.4939	0.0535585	0
MGC39584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGC45800	1.15189	1.15361	0.550803	0.503925	0.983909	0.876797	0.40236	0.404898	2.537	2.34128	1.82891	1.94252	2.40146	2.61875	1.13546	1.48336	1.24221	1.29802	1.99746	1.80849
MGC45922	0.058383	0.0374208	0.107202	0	0.0498689	0.0554957	0	0.0469075	0.166928	0	0.175782	0.33359	0	0.166237	0.145869	0.0343694	0.20664	0.321413	0.076679	0.0530894
MGC57346	2.14448	1.86616	0.815263	1.29627	1.52272	1.72672	0.872838	0.979492	3.67736	4.50521	8.05461	6.67763	2.76509	2.2495	2.28433	2.32424	4.04747	5.61605	1.20053	1.19043
MGC70870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
